strUC,strSciName,strComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd,SciMatch,ComMatch,JointMatch
aUCFRx,Pseudacris feriarum,Upland Chorus Frog,55893,Pseudacris feriarum,Upland Chorus Frog,LC,stable,match,match,matchmatch
aVDSAx,Plethodon vandykei,Van Dyke's Salamander,59357,Plethodon vandykei,Van Dyke's Salamander,LC,stable,match,match,matchmatch
aVRSAx,Plethodon hoffmani,Valley And Ridge Salamander,59341,Plethodon hoffmani,Valley And Ridge Salamander,LC,stable,match,match,matchmatch
aWASAx,Aneides vagrans,Wandering Salamander,59119,Aneides vagrans,Wandering Salamander,NT,decreasing,match,match,matchmatch
aWBSAx,Plethodon websteri,Webster's Salamander,59361,Plethodon websteri,Webster's Salamander,LC,decreasing,match,match,matchmatch
aWCFRx,Pseudacris triseriata,Western Chorus Frog,55899,Pseudacris triseriata,Western Chorus Frog,LC,decreasing,match,match,matchmatch
aWHSAx,Plethodon wehrlei,Wehrle's Salamander,59362,Plethodon wehrlei,Wehrle's Salamander,LC,stable,match,match,matchmatch
aWLSAx,Plethodon welleri,Weller's Salamander,59363,Plethodon welleri,Weller's Salamander,EN,decreasing,match,match,matchmatch
aWOFRx,Lithobates sylvaticus,Wood Frog,58728,Lithobates sylvaticus,Wood Frog,LC,stable,match,match,matchmatch
aWOTOx,Anaxyrus woodhousii,Woodhouse's Toad,54798,Anaxyrus woodhousii,Woodhouse's Toad,LC,stable,match,match,matchmatch
aWSSSx,Plethodon cylindraceus,White-spotted Slimy Salamander,59335,Plethodon cylindraceus,White-spotted Slimy Salamander,LC,stable,match,match,matchmatch
aWVSSx,Gyrinophilus subterraneus,West Virginia Spring Salamander,59283,Gyrinophilus subterraneus,West Virginia Spring Salamander,EN,unknown,match,match,matchmatch
aWYTOx,Anaxyrus baxteri,Wyoming Toad,54583,Anaxyrus baxteri,Wyoming Toad,EW,decreasing,match,match,matchmatch
aYOSAx,Plethodon yonahlossee,Yonahlossee Salamander,59364,Plethodon yonahlossee,Yonahlossee Salamander,LC,stable,match,match,matchmatch
bABDUx,Anas rubripes,American Black Duck,22680174,Anas rubripes,American Black Duck,LC,decreasing,match,match,matchmatch
bACFLx,Empidonax virescens,Acadian Flycatcher,22699842,Empidonax virescens,Acadian Flycatcher,LC,stable,match,match,matchmatch
bACWOx,Melanerpes formicivorus,Acorn Woodpecker,22680813,Melanerpes formicivorus,Acorn Woodpecker,LC,increasing,match,match,matchmatch
bALFLx,Empidonax alnorum,Alder Flycatcher,22699845,Empidonax alnorum,Alder Flycatcher,LC,stable,match,match,matchmatch
bALHUx,Selasphorus sasin,Allen's Hummingbird,22688299,Selasphorus sasin,Allen's Hummingbird,LC,increasing,match,match,matchmatch
bALORx,Icterus gularis,Altamira Oriole,22724108,Icterus gularis,Altamira Oriole,LC,increasing,match,match,matchmatch
bAMAVx,Recurvirostra americana,American Avocet,22693717,Recurvirostra americana,American Avocet,LC,stable,match,match,matchmatch
bAMBIx,Botaurus lentiginosus,American Bittern,22697340,Botaurus lentiginosus,American Bittern,LC,decreasing,match,match,matchmatch
bAMCOx,Fulica americana,American Coot,62169677,Fulica americana,American Coot,LC,decreasing,match,match,matchmatch
bAMCRx,Corvus brachyrhynchos,American Crow,22705990,Corvus brachyrhynchos,American Crow,LC,increasing,match,match,matchmatch
bAMDIx,Cinclus mexicanus,American Dipper,22708163,Cinclus mexicanus,American Dipper,LC,stable,match,match,matchmatch
bAMFLx,Phoenicopterus ruber,American Flamingo,22729706,Phoenicopterus ruber,American Flamingo,LC,increasing,match,match,matchmatch
bAMKEx,Falco sparverius,American Kestrel,22696395,Falco sparverius,American Kestrel,LC,stable,match,match,matchmatch
bAMOYx,Haematopus palliatus,American Oystercatcher,22693644,Haematopus palliatus,American Oystercatcher,LC,stable,match,match,matchmatch
bAMREx,Setophaga ruticilla,American Redstart,22721762,Setophaga ruticilla,American Redstart,LC,decreasing,match,match,matchmatch
bAMROx,Turdus migratorius,American Robin,103889499,Turdus migratorius,American Robin,LC,increasing,match,match,matchmatch
bAMWOx,Scolopax minor,American Woodcock,22693072,Scolopax minor,American Woodcock,LC,decreasing,match,match,matchmatch
bANHIx,Anhinga anhinga,Anhinga,22696702,Anhinga anhinga,Anhinga,LC,decreasing,match,match,matchmatch
bANHUx,Calypte anna,Anna's Hummingbird,22688199,Calypte anna,Anna's Hummingbird,LC,increasing,match,match,matchmatch
bANNIx,Chordeiles gundlachii,Antillean Nighthawk,22689717,Chordeiles gundlachii,Antillean Nighthawk,LC,stable,match,match,matchmatch
bAPFAx,Falco femoralis,Aplomado Falcon,22696450,Falco femoralis,Aplomado Falcon,LC,decreasing,match,match,matchmatch
bARTEx,Sterna paradisaea,Arctic Tern,22694629,Sterna paradisaea,Arctic Tern,LC,decreasing,match,match,matchmatch
bATFLx,Myiarchus cinerascens,Ash-throated Flycatcher,22700427,Myiarchus cinerascens,Ash-throated Flycatcher,LC,increasing,match,match,matchmatch
bATPUx,Fratercula arctica,Atlantic Puffin,22694927,Fratercula arctica,Atlantic Puffin,VU,decreasing,match,match,matchmatch
bAUORx,Icterus graduacauda,Audubon's Oriole,22724081,Icterus graduacauda,Audubon's Oriole,LC,decreasing,match,match,matchmatch
bAWPEx,Pelecanus erythrorhynchos,American White Pelican,22697611,Pelecanus erythrorhynchos,American White Pelican,LC,increasing,match,match,matchmatch
bBADOx,Strix varia,Barred Owl,22689094,Strix varia,Barred Owl,LC,increasing,match,match,matchmatch
bBAEAx,Haliaeetus leucocephalus,Bald Eagle,22695144,Haliaeetus leucocephalus,Bald Eagle,LC,increasing,match,match,matchmatch
bBAGOx,Bucephala islandica,Barrow's Goldeneye,22680459,Bucephala islandica,Barrow's Goldeneye,LC,increasing,match,match,matchmatch
bBAORx,Icterus galbula,Baltimore Oriole,22724126,Icterus galbula,Baltimore Oriole,LC,stable,match,match,matchmatch
bBARSx,Hirundo rustica,Barn Swallow,22712252,Hirundo rustica,Barn Swallow,LC,decreasing,match,match,matchmatch
bBAWWx,Mniotilta varia,Black-and-White Warbler,22721758,Mniotilta varia,Black-and-white Warbler,LC,decreasing,match,match,matchmatch
bBBCUx,Coccyzus erythropthalmus,Black-billed Cuckoo,22684328,Coccyzus erythropthalmus,Black-billed Cuckoo,LC,decreasing,match,match,matchmatch
bBBEHx,Amazilia yucatanensis,Buff-bellied Hummingbird,22687606,Amazilia yucatanensis,Buff-bellied Hummingbird,LC,increasing,match,match,matchmatch
bBBFLx,Empidonax fulvifrons,Buff-breasted Flycatcher,22699880,Empidonax fulvifrons,Buff-breasted Flycatcher,LC,decreasing,match,match,matchmatch
bBBIHx,Cynanthus latirostris,Broad-billed Hummingbird,22725767,Cynanthus latirostris,Broad-billed Hummingbird,LC,increasing,match,match,matchmatch
bBBMAx,Pica hudsonia,Black-billed Magpie,103727176,Pica hudsonia,Black-billed Magpie,LC,stable,match,match,matchmatch
bBBWDx,Dendrocygna autumnalis,Black-bellied Whistling-Duck,22679780,Dendrocygna autumnalis,Black-bellied Whistling-duck,LC,increasing,match,match,matchmatch
bBBWOx,Picoides arcticus,Black-backed Woodpecker,22681181,Picoides arcticus,Black-backed Woodpecker,LC,stable,match,match,matchmatch
bBCCHx,Poecile atricapillus,Black-capped Chickadee,22711716,Poecile atricapillus,Black-capped Chickadee,LC,increasing,match,match,matchmatch
bBCFLx,Myiarchus tyrannulus,Brown-crested Flycatcher,22700436,Myiarchus tyrannulus,Brown-crested Flycatcher,LC,increasing,match,match,matchmatch
bBCHUx,Archilochus alexandri,Black-chinned Hummingbird,22688196,Archilochus alexandri,Black-chinned Hummingbird,LC,increasing,match,match,matchmatch
bBCNHx,Nycticorax nycticorax,Black-crowned Night-heron,22697211,Nycticorax nycticorax,Black-crowned Night-heron,LC,decreasing,match,match,matchmatch
bBCRFx,Leucosticte australis,Brown-capped Rosy-finch,22728985,Leucosticte australis,Brown-capped Rosy-finch,EN,decreasing,match,match,matchmatch
bBCSPx,Spizella atrogularis,Black-chinned Sparrow,22721185,Spizella atrogularis,Black-chinned Sparrow,LC,decreasing,match,match,matchmatch
bBCTIx,Baeolophus atricristatus,Black-crested Titmouse,22711989,Baeolophus atricristatus,Black-crested Titmouse,LC,stable,match,match,matchmatch
bBCVIx,Vireo atricapilla,Black-capped Vireo,22705159,Vireo atricapilla,Black-capped Vireo,VU,decreasing,match,match,matchmatch
bBEKIx,Megaceryle alcyon,Belted Kingfisher,22683623,Megaceryle alcyon,Belted Kingfisher,LC,stable,match,match,matchmatch
bBETHx,Toxostoma bendirei,Bendire's Thrasher,22711108,Toxostoma bendirei,Bendire's Thrasher,VU,decreasing,match,match,matchmatch
bBEVIx,Vireo bellii,Bell's Vireo,22705156,Vireo bellii,Bell's Vireo,LC,increasing,match,match,matchmatch
bBEWRx,Thryomanes bewickii,Bewick's Wren,22711377,Thryomanes bewickii,Bewick's Wren,LC,stable,match,match,matchmatch
bBHCOx,Molothrus ater,Brown-headed Cowbird,22724354,Molothrus ater,Brown-headed Cowbird,LC,decreasing,match,match,matchmatch
bBHGRx,Pheucticus melanocephalus,Black-headed Grosbeak,22723816,Pheucticus melanocephalus,Black-headed Grosbeak,LC,increasing,match,match,matchmatch
bBHNUx,Sitta pusilla,Brown-headed Nuthatch,103881613,Sitta pusilla,Brown-headed Nuthatch,LC,decreasing,match,match,matchmatch
bBHVIx,Vireo solitarius,Blue-headed Vireo,22705234,Vireo solitarius,Blue-headed Vireo,LC,increasing,match,match,matchmatch
bBITHx,Catharus bicknelli,Bicknell's Thrush,22728467,Catharus bicknelli,Bicknell's Thrush,VU,decreasing,match,match,matchmatch
bBLGRx,Passerina caerulea,Blue Grosbeak,22723939,Passerina caerulea,Blue Grosbeak,LC,increasing,match,match,matchmatch
bBLGUx,Cepphus grylle,Black Guillemot,22694861,Cepphus grylle,Black Guillemot,LC,unknown,match,match,matchmatch
bBLJAx,Cyanocitta cristata,Blue Jay,22705611,Cyanocitta cristata,Blue Jay,LC,stable,match,match,matchmatch
bBLPHx,Sayornis nigricans,Black Phoebe,22699892,Sayornis nigricans,Black Phoebe,LC,increasing,match,match,matchmatch
bBLRAx,Laterallus jamaicensis,Black Rail,22692353,Laterallus jamaicensis,Black Rail,NT,decreasing,match,match,matchmatch
bBLRFx,Leucosticte atrata,Black Rosy-finch,22720488,Leucosticte atrata,Black Rosy-finch,EN,decreasing,match,match,matchmatch
bBLSKx,Rynchops niger,Black Skimmer,22694256,Rynchops niger,Black Skimmer,LC,decreasing,match,match,matchmatch
bBLSWx,Cypseloides niger,Black Swift,22686440,Cypseloides niger,Black Swift,VU,decreasing,match,match,matchmatch
bBLTEx,Chlidonias niger,Black Tern,22694787,Chlidonias niger,Black Tern,LC,decreasing,match,match,matchmatch
bBLTUx,Arenaria melanocephala,Black Turnstone,22693341,Arenaria melanocephala,Black Turnstone,LC,stable,match,match,matchmatch
bBOBOx,Dolichonyx oryzivorus,Bobolink,22724367,Dolichonyx oryzivorus,Bobolink,LC,decreasing,match,match,matchmatch
bBOOWx,Aegolius funereus,Boreal Owl,22689362,Aegolius funereus,Boreal Owl,LC,stable,match,match,matchmatch
bBOWAx,Bombycilla garrulus,Bohemian Waxwing,22708146,Bombycilla garrulus,Bohemian Waxwing,LC,increasing,match,match,matchmatch
bBRBLx,Euphagus cyanocephalus,Brewer's Blackbird,22724332,Euphagus cyanocephalus,Brewer's Blackbird,LC,decreasing,match,match,matchmatch
bBRJAx,Cyanocorax morio,Brown Jay,22705742,Cyanocorax morio,Brown Jay,LC,increasing,match,match,matchmatch
bBRNOx,Anous stolidus,Brown Noddy,22694794,Anous stolidus,Brown Noddy,LC,stable,match,match,matchmatch
bBROCx,Molothrus aeneus,Bronzed Cowbird,22732035,Molothrus aeneus,Bronzed Cowbird,LC,stable,match,match,matchmatch
bBRPEx,Pelecanus occidentalis,Brown Pelican,22733989,Pelecanus occidentalis,Brown Pelican,LC,increasing,match,match,matchmatch
bBRSPx,Spizella breweri,Brewer's Sparrow,22734705,Spizella breweri,Brewer's Sparrow,LC,decreasing,match,match,matchmatch
bBRTEx,Onychoprion anaethetus,Bridled Tern,22694730,Onychoprion anaethetus,Bridled Tern,LC,unknown,match,match,matchmatch
bBRTHx,Toxostoma rufum,Brown Thrasher,22711099,Toxostoma rufum,Brown Thrasher,LC,decreasing,match,match,matchmatch
bBRTIx,Baeolophus wollweberi,Bridled Titmouse,22711969,Baeolophus wollweberi,Bridled Titmouse,LC,stable,match,match,matchmatch
bBTAHx,Selasphorus platycercus,Broad-tailed Hummingbird,22688293,Selasphorus platycercus,Broad-tailed Hummingbird,LC,stable,match,match,matchmatch
bBTGNx,Polioptila melanura,Black-tailed Gnatcatcher,22711588,Polioptila melanura,Black-tailed Gnatcatcher,LC,decreasing,match,match,matchmatch
bBTGRx,Quiscalus major,Boat-tailed Grackle,22724311,Quiscalus major,Boat-tailed Grackle,LC,increasing,match,match,matchmatch
bBTHHx,Lampornis clemenciae,Blue-throated Hummingbird,22687664,Lampornis clemenciae,Blue-throated Hummingbird,LC,increasing,match,match,matchmatch
bBTSPx,Amphispiza bilineata,Black-throated Sparrow,22721194,Amphispiza bilineata,Black-throated Sparrow,LC,decreasing,match,match,matchmatch
bBUFFx,Bucephala albeola,Bufflehead,22680462,Bucephala albeola,Bufflehead,LC,increasing,match,match,matchmatch
bBUOWx,Athene cunicularia,Burrowing Owl,22689353,Athene cunicularia,Burrowing Owl,LC,decreasing,match,match,matchmatch
bBWHAx,Buteo platypterus,Broad-winged Hawk,22695891,Buteo platypterus,Broad-winged Hawk,LC,increasing,match,match,matchmatch
bBWVIx,Vireo altiloquus,Black-whiskered Vireo,22705254,Vireo altiloquus,Black-whiskered Vireo,LC,unknown,match,match,matchmatch
bCAAUx,Ptychoramphus aleuticus,Cassin's Auklet,22694903,Ptychoramphus aleuticus,Cassin's Auklet,NT,decreasing,match,match,matchmatch
bCACGx,Branta hutchinsii,Cackling Goose,22733619,Branta hutchinsii,Cackling Goose,LC,unknown,match,match,matchmatch
bCACHx,Poecile carolinensis,Carolina Chickadee,22711708,Poecile carolinensis,Carolina Chickadee,LC,stable,match,match,matchmatch
bCACOx,Gymnogyps californianus,California Condor,22697636,Gymnogyps californianus,California Condor,CR,increasing,match,match,matchmatch
bCACWx,Campylorhynchus brunneicapillus,Cactus Wren,22711287,Campylorhynchus brunneicapillus,Cactus Wren,LC,decreasing,match,match,matchmatch
bCAEGx,Bubulcus ibis,Cattle Egret,22697109,Bubulcus ibis,Cattle Egret,LC,increasing,match,match,matchmatch
bCAGNx,Polioptila californica,California Gnatcatcher,22711585,Polioptila californica,California Gnatcatcher,LC,decreasing,match,match,matchmatch
bCAGUx,Larus californicus,California Gull,22694321,Larus californicus,California Gull,LC,decreasing,match,match,matchmatch
bCAKIx,Tyrannus vociferans,Cassin's Kingbird,22700491,Tyrannus vociferans,Cassin's Kingbird,LC,stable,match,match,matchmatch
bCANGx,Branta canadensis,Canada Goose,22679935,Branta canadensis,Canada Goose,LC,increasing,match,match,matchmatch
bCANVx,Aythya valisineria,Canvasback,22680364,Aythya valisineria,Canvasback,LC,decreasing,match,match,matchmatch
bCANWx,Catherpes mexicanus,Canyon Wren,22711335,Catherpes mexicanus,Canyon Wren,LC,decreasing,match,match,matchmatch
bCAQUx,Callipepla californica,California Quail,22679603,Callipepla californica,California Quail,LC,increasing,match,match,matchmatch
bCARWx,Thryothorus ludovicianus,Carolina Wren,103887192,Thryothorus ludovicianus,Carolina Wren,LC,increasing,match,match,matchmatch
bCASWx,Petrochelidon fulva,Cave Swallow,22712435,Petrochelidon fulva,Cave Swallow,LC,increasing,match,match,matchmatch
bCATEx,Hydroprogne caspia,Caspian Tern,22694524,Hydroprogne caspia,Caspian Tern,LC,increasing,match,match,matchmatch
bCATHx,Toxostoma redivivum,California Thrasher,22711124,Toxostoma redivivum,California Thrasher,LC,decreasing,match,match,matchmatch
bCAVIx,Vireo cassinii,Cassin's Vireo,22705228,Vireo cassinii,Cassin's Vireo,LC,increasing,match,match,matchmatch
bCBCHx,Poecile rufescens,Chestnut-backed Chickadee,22711767,Poecile rufescens,Chestnut-backed Chickadee,LC,increasing,match,match,matchmatch
bCBTHx,Toxostoma curvirostre,Curve-billed Thrasher,22711115,Toxostoma curvirostre,Curve-billed Thrasher,LC,decreasing,match,match,matchmatch
bCCLOx,Calcarius ornatus,Chestnut-collared Longspur,22721040,Calcarius ornatus,Chestnut-collared Longspur,VU,decreasing,match,match,matchmatch
bCCSPx,Spizella pallida,Clay-colored Sparrow,22721165,Spizella pallida,Clay-colored Sparrow,LC,decreasing,match,match,matchmatch
bCEDWx,Bombycilla cedrorum,Cedar Waxwing,22708153,Bombycilla cedrorum,Cedar Waxwing,LC,increasing,match,match,matchmatch
bCHRAx,Corvus cryptoleucus,Chihuahuan Raven,22706055,Corvus cryptoleucus,Chihuahuan Raven,LC,stable,match,match,matchmatch
bCHSPx,Spizella passerina,Chipping Sparrow,22721162,Spizella passerina,Chipping Sparrow,LC,increasing,match,match,matchmatch
bCHSWx,Chaetura pelagica,Chimney Swift,22686709,Chaetura pelagica,Chimney Swift,VU,decreasing,match,match,matchmatch
bCHUKx,Alectoris chukar,Chukar,22678691,Alectoris chukar,Chukar,LC,stable,match,match,matchmatch
bCLGRx,Aechmophorus clarkii,Clark's Grebe,22696634,Aechmophorus clarkii,Clark's Grebe,LC,decreasing,match,match,matchmatch
bCLNUx,Nucifraga columbiana,Clark's Nutcracker,22705909,Nucifraga columbiana,Clark's Nutcracker,LC,stable,match,match,matchmatch
bCLSWx,Petrochelidon pyrrhonota,Cliff Swallow,22712427,Petrochelidon pyrrhonota,Cliff Swallow,LC,increasing,match,match,matchmatch
bCOEIx,Somateria mollissima,Common Eider,22680405,Somateria mollissima,Common Eider,NT,unknown,match,match,matchmatch
bCOFLx,Empidonax occidentalis,Cordilleran Flycatcher,22699874,Empidonax occidentalis,Cordilleran Flycatcher,LC,decreasing,match,match,matchmatch
bCOGDx,Columbina passerina,Common Ground-dove,22690774,Columbina passerina,Common Ground-dove,LC,decreasing,match,match,matchmatch
bCOGOx,Bucephala clangula,Common Goldeneye,22680455,Bucephala clangula,Common Goldeneye,LC,stable,match,match,matchmatch
bCOGRx,Quiscalus quiscula,Common Grackle,22724320,Quiscalus quiscula,Common Grackle,NT,decreasing,match,match,matchmatch
bCOHAx,Accipiter cooperii,Cooper's Hawk,22695656,Accipiter cooperii,Cooper's Hawk,LC,increasing,match,match,matchmatch
bCOHUx,Calypte costae,Costa's Hummingbird,22688202,Calypte costae,Costa's Hummingbird,LC,stable,match,match,matchmatch
bCOKIx,Tyrannus couchii,Couch's Kingbird,22700488,Tyrannus couchii,Couch's Kingbird,LC,increasing,match,match,matchmatch
bCOLOx,Gavia immer,Common Loon,22697842,Gavia immer,Common Loon,LC,stable,match,match,matchmatch
bCOMUx,Uria aalge,Common Murre,22694841,Uria aalge,Common Murre,LC,increasing,match,match,matchmatch
bCOMYx,Acridotheres tristis,Common Myna,22710921,Acridotheres tristis,Common Myna,LC,increasing,match,match,matchmatch
bCONIx,Chordeiles minor,Common Nighthawk,22689714,Chordeiles minor,Common Nighthawk,LC,decreasing,match,match,matchmatch
bCONWx,Oporornis agilis,Connecticut Warbler,22721818,Oporornis agilis,Connecticut Warbler,LC,decreasing,match,match,matchmatch
bCOPOx,Phalaenoptilus nuttallii,Common Poorwill,22689735,Phalaenoptilus nuttallii,Common Poorwill,LC,increasing,match,match,matchmatch
bCORAx,Corvus corax,Common Raven,22706068,Corvus corax,Common Raven,LC,increasing,match,match,matchmatch
bCOTEx,Sterna hirundo,Common Tern,22694623,Sterna hirundo,Common Tern,LC,unknown,match,match,matchmatch
bCOYEx,Geothlypis trichas,Common Yellowthroat,22721836,Geothlypis trichas,Common Yellowthroat,LC,stable,match,match,matchmatch
bCRCAx,Caracara cheriway,Crested Caracara,22696255,Caracara cheriway,Crested Caracara,LC,increasing,match,match,matchmatch
bCRTHx,Toxostoma crissale,Crissal Thrasher,22711127,Toxostoma crissale,Crissal Thrasher,LC,stable,match,match,matchmatch
bDCFLx,Myiarchus tuberculifer,Dusky-capped Flycatcher,22700399,Myiarchus tuberculifer,Dusky-capped Flycatcher,LC,decreasing,match,match,matchmatch
bDEJUx,Junco hyemalis,Dark-eyed Junco,22721097,Junco hyemalis,Dark-eyed Junco,LC,stable,match,match,matchmatch
bDICKx,Spiza americana,Dickcissel,22723796,Spiza americana,Dickcissel,LC,stable,match,match,matchmatch
bDUGRx,Dendragapus obscurus,Dusky Grouse,22734690,Dendragapus obscurus,Dusky Grouse,LC,decreasing,match,match,matchmatch
bDUNLx,Calidris alpina,Dunlin,22693427,Calidris alpina,Dunlin,LC,decreasing,match,match,matchmatch
bEABLx,Sialia sialis,Eastern Bluebird,22708550,Sialia sialis,Eastern Bluebird,LC,increasing,match,match,matchmatch
