gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,originUS,RedListStatus,PopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,L2endemic,spp10p,Endemic,Group,Subgroup,potRare,Spp,totalSppPix,SppProt,SppPercProt
aKSSAx,Kiamichi Slimy Salamander,Plethodon kiamichi,59345.0,Kiamichi Slimy Salamander,Plethodon kiamichi,Native,DD,unknown,0,46,22.93114034839601,0,1,0,1,B,TR,1,aKSSAx,1157340,230580,20
aLASAx,Louisiana Slimy Salamander,Plethodon kisatchie,59346.0,Louisiana Slimy Salamander,Plethodon kisatchie,Native,LC,unknown,0,353,29.87607481883064,0,1,0,1,B,TR,1,aLASAx,10915343,1169528,11
aLBTRx,Lowland Burrowing Treefrog,Smilisca fodiens,55907.0,Lowland Burrowing Treefrog,Smilisca fodiens,Native,LC,stable,0,247,1.8170696446228247,1,1,0,1,E,TR,1,aLBTRx,443748,38701,9
aLESIx,Lesser Siren,Siren intermedia,59491.0,Lesser Siren,Siren intermedia,Native,LC,unknown,0,11799,11.898539908195705,0,0,0,0,A,A,0,aLESIx,161687518,14798072,9
aLGFRx,Little Grass Frog,Pseudacris ocularis,55895.0,Little Grass Frog,Pseudacris ocularis,Native,LC,stable,0,3204,25.594483836610173,0,0,0,0,A,A,0,aLGFRx,96840408,10716211,11
aLISAx,Limestone Salamander,Hydromantes brunus,10304.0,Limestone Salamander,Hydromantes brunus,Native,VU,unknown,1,23,15.025948124945453,0,0,0,0,D,DD,1,aLISAx,399950,96774,24
aLLFRx,Lowland Leopard Frog,Lithobates yavapaiensis,19181.0,Rana De Yavapai,Lithobates yavapaiensis,Native,LC,decreasing,1,1612,0.5290273036603552,1,0,0,0,F,DD,1,aLLFRx,978340,250155,26
aLMSAx,Larch Mountain Salamander,Plethodon larselli,17625.0,Larch Mountain Salamander,Plethodon larselli,Native,NT,stable,0,328,25.99766909409634,0,1,0,1,B,TR,1,aLMSAx,7836237,2170186,28
aLSSAx,Lesser Slender Salamander,Batrachoseps minor,59129.0,Lesser Slender Salamander,Batrachoseps minor,Native,DD,unknown,0,39,3.7648737562527597,1,1,1,1,E,TR,1,aLSSAx,136689,2818,2
aLTASx,Long-tailed Salamander,Eurycea longicauda,59268.0,Longtail Salamander,Eurycea longicauda,Native,LC,stable,0,10270,39.77909594938093,0,0,0,0,A,A,0,aLTASx,401566263,23171741,6
aLTOPx,Long-toed Salamander,Ambystoma macrodactylum,59063.0,Long-toed Salamander,Ambystoma macrodactylum,Native,LC,stable,0,8199,35.404565040603124,0,0,0,0,A,A,0,aLTOPx,273937528,39093572,14
aMASAx,Marbled Salamander,Ambystoma opacum,59065.0,Marbled Salamander,Ambystoma opacum,Native,LC,stable,0,18540,15.785897030805518,0,0,0,0,A,A,0,aMASAx,309956440,21684459,7
aMBSAx,Mabee's Salamander,Ambystoma mabeei,59062.0,Mabee's Salamander,Ambystoma mabeei,Native,LC,decreasing,1,1289,1.614641603305884,1,0,0,0,F,DD,1,aMBSAx,2128933,281236,13
aMCFRx,Mountain Chorus Frog,Pseudacris brachyphona,55888.0,Mountain Chorus Frog,Pseudacris brachyphona,Native,LC,unknown,0,4003,27.72432434485977,0,0,0,0,A,A,0,aMCFRx,112659679,4001494,4
aMIFRx,Mink Frog,Lithobates septentrionalis,58713.0,Mink Frog,Lithobates septentrionalis,Native,LC,stable,0,4353,17.221978451845796,0,0,0,0,A,A,0,aMIFRx,74225715,10886048,15
aMLSAx,Many-lined Salamander,Stereochilus marginatus,59406.0,Many-lined Salamander,Stereochilus marginatus,Native,LC,unknown,0,1652,4.389685921798837,1,0,0,0,C,TR,1,aMLSAx,7387691,291512,4
aMLYSx,Mount Lyell Salamander,Hydromantes platycephalus,59286.0,Mount Lyell Salamander,Hydromantes platycephalus,Native,LC,stable,0,301,2.92385380942838,1,1,0,1,E,TR,1,aMLYSx,878380,817768,93
aMOSAx,Mole Salamander,Ambystoma talpoideum,59069.0,Mole Salamander,Ambystoma talpoideum,Native,LC,stable,0,7930,14.273541526175645,0,0,0,0,A,A,0,aMOSAx,131459587,13278478,10
aMRSAx,Many-ribbed Salamander,Eurycea multiplicata,59270.0,Many-ribbed Salamander,Eurycea multiplicata,Native,LC,stable,0,1465,1.8425714890904399,1,1,0,1,E,TR,1,aMRSAx,2723395,451715,17
aMSSAx,Mississippi Slimy Salamander,Plethodon mississippi,59340.0,Slimy Salamander,Plethodon glutinosus,Native,LC,stable,0,2264,29.62709995618227,0,1,0,1,B,TR,1,aMSSAx,77319248,4549165,6
aMUDPx,Mudpuppy,Necturus maculosus,59433.0,Mudpuppy,Necturus maculosus,Native,LC,stable,0,16897,2.5046164422596173,1,0,0,0,C,TR,1,aMUDPx,46090914,4284064,9
aMUSAx,Mud Salamander,Pseudotriton montanus,59403.0,Mud Salamander,Pseudotriton montanus,Native,LC,unknown,0,8637,9.626905870696481,1,0,0,0,C,TR,1,aMUSAx,90129475,8832415,10
aMWLFx,Mexican White-lipped Frog,Leptodactylus fragilis,57127.0,American White Lipped Frog,Leptodactylus fragilis,Native,LC,stable,0,59,6.143813844496478,1,0,0,0,C,TR,1,aMWLFx,956882,136435,14
aMXSPx,Mexican Spadefoot,Spea multiplicata,59047.0,New Mexico Spadefoot,Spea multiplicata,Native,LC,stable,0,11959,72.9919665073108,0,0,0,0,A,A,0,aMXSPx,974476276,53949073,6
aMXTRx,Mexican Treefrog,Smilisca baudinii,56006.0,Common Mexican Treefrog,Smilisca baudinii,Native,LC,stable,0,143,16.691905431228356,0,1,0,1,B,TR,1,aMXTRx,6890227,617974,9
aNCFRx,Northern Cricket Frog,Acris crepitans,55286.0,Northern Cricket Frog,Acris crepitans,Native,LC,stable,0,34848,5.6467623519873325,1,0,0,0,C,TR,1,aNCFRx,210511444,4480721,2
aNDSAx,Northern Dusky Salamander,Desmognathus fuscus,59249.0,Dusky Salamander,Desmognathus fuscus,Native,LC,stable,0,11105,7.603320671470812,1,0,0,0,C,TR,1,aNDSAx,80563956,4765683,6
aNDSIx,Northern Dwarf Siren,Pseudobranchus striatus,59490.0,Dwarf Siren,Pseudobranchus striatus,Native,LC,stable,0,1917,3.3160907604788346,1,0,0,0,C,TR,1,aNDSIx,9366020,255473,3
aNGCSx,Northern Gray-cheeked Salamander,Plethodon montanus,59349.0,Northern Gray-cheeked Salamander,Plethodon montanus,Native,LC,stable,0,195,15.700233108671007,0,1,0,1,B,TR,1,aNGCSx,3062451,359140,12
aNJFRx,New Jersey Chorus Frog,Pseudacris kalmi,136134.0,New Jersey Chorus Frog,Pseudacris kalmi,Native,LC,stable,0,442,10.600932728473447,0,1,0,1,B,TR,1,aNJFRx,4967389,1013159,20
aNLFRx,Northern Leopard Frog,Lithobates pipiens,58695.0,Northern Leopard Frog,Lithobates pipiens,Native,LC,decreasing,1,37789,2.2140922271559123,1,0,0,0,F,DD,1,aNLFRx,88187650,8742776,10
aNOSAx,Northwestern Salamander,Ambystoma gracile,59057.0,Northwestern Salamander,Ambystoma gracile,Native,LC,stable,0,2742,63.15778138633142,0,0,0,0,A,A,0,aNOSAx,160622349,26711646,17
aNPTRx,Northern Pacific Treefrog,Pseudacris regilla,55897.0,Pacific Treefrog,Pseudacris regilla,Native,LC,stable,0,2470,56.917577428238246,0,0,0,0,A,A,0,aNPTRx,129797626,17221696,13
aNRLFx,Northern Red-legged Frog,Rana aurora,58553.0,Northern Red-legged Frog,Rana aurora,Native,LC,decreasing,1,1924,20.15170839143229,0,0,0,0,D,DD,1,aNRLFx,35975936,2960058,8
aNRSAx,Northern Ravine Salamander,Plethodon electromorphus,59338.0,Northern Ravine Salamander,Plethodon electromorphus,Native,LC,stable,0,1605,33.05761396852543,0,0,0,0,A,A,0,aNRSAx,44412842,935963,2
aNRWAx,Neuse River Waterdog,Necturus lewisi,59432.0,Neuse River Waterdog,Necturus lewisi,Native,NT,decreasing,1,319,2.6579297400013364,1,1,0,1,H,DD,1,aNRWAx,747541,5047,1
aNSSAx,Northern Slimy Salamander,Plethodon glutinosus,59340.0,Slimy Salamander,Plethodon glutinosus,Native,LC,stable,0,10023,37.717267076338224,0,0,0,0,A,A,0,aNSSAx,358983054,16467356,5
aNTLSx,Northern Two-lined Salamander,Eurycea bislineata,59261.0,Northern Two-lined Salamander,Eurycea bislineata,Native,LC,stable,0,6478,16.800656465827338,0,0,0,0,A,A,0,aNTLSx,105126207,7199321,7
aNZSAx,Northern Zigzag Salamander,Plethodon dorsalis,59336.0,Northern Zigzag Salamander,Plethodon dorsalis,Native,LC,stable,0,1726,37.084672936700095,0,1,0,1,B,TR,1,aNZSAx,60415698,3349338,6
aOATOx,Oak Toad,Anaxyrus quercicus,54743.0,Oak Toad,Anaxyrus quercicus,Native,LC,stable,0,4973,20.74516130900636,0,0,0,0,A,A,0,aOATOx,109425991,5231772,5
aOCFRx,Ornate Chorus Frog,Pseudacris ornata,55896.0,Ornate Chorus Frog,Pseudacris ornata,Native,LC,stable,0,3974,15.436760063148858,0,0,0,0,A,A,0,aOCFRx,69781630,6850298,10
aOCSAx,Ocoee Salamander,Desmognathus ocoee,59254.0,Ocoee Salamander,Desmognathus ocoee,Native,LC,stable,0,495,9.197125020404622,1,1,0,1,E,TR,1,aOCSAx,4126507,735225,18
aOCSSx,Ocmulgee Slimy Salamander,Plethodon ocmulgee,59340.0,Slimy Salamander,Plethodon glutinosus,Native,LC,stable,0,172,11.053212532734364,0,1,0,1,B,TR,1,aOCSSx,1629607,80852,5
aODSAx,Ouachita Dusky Salamander,Desmognathus brimleyorum,59246.0,Ouachita Dusky Salamander,Desmognathus brimleyorum,Native,LC,stable,0,419,3.5188618703209325,1,1,0,1,E,TR,1,aODSAx,1492751,420542,28
aOKSAx,Oklahoma Salamander,Eurycea tynerensis,59277.0,Oklahoma Salamander,Eurycea tynerensis,Native,NT,decreasing,1,117,2.879256146496404,1,1,0,1,H,DD,1,aOKSAx,352689,23069,7
aORFRx,Oregon Spotted Frog,Rana pretiosa,19179.0,Oregon Spotted Frog,Rana pretiosa,Native,VU,decreasing,1,590,2.2574451712401125,1,1,0,1,H,DD,1,aORFRx,1511805,387145,26
aOSSAx,Oregon Slender Salamander,Batrachoseps wrightorum,59134.0,Oregon Slender Salamander,Batrachoseps wrighti,Native,VU,decreasing,1,322,50.5695204197217,0,1,0,1,G,DD,1,aOSSAx,13941278,2044335,15
aOTAMx,One-toed Amphiuma,Amphiuma pholeter,59075.0,One-toed Amphiuma,Amphiuma pholeter,Native,NT,decreasing,1,695,14.001343614569018,0,0,0,0,D,DD,1,aOTAMx,10979806,808390,7
aOTSAx,Olympic Torrent Salamander,Rhyacotriton olympicus,59437.0,Olympic Torrent Salamander,Rhyacotriton olympicus,Native,VU,decreasing,1,240,12.460354449463,0,1,0,1,G,DD,1,aOTSAx,2885909,869269,30
aOZSAx,Ozark Zigzag Salamander,Plethodon angusticlavius,59331.0,Ozark Zigzag Salamander,Plethodon angusticlavius,Native,LC,stable,0,666,48.482328907277754,0,1,0,1,B,TR,1,aOZSAx,31654738,2006660,6
aPBTRx,Pine Barrens Treefrog,Hyla andersonii,10350.0,Pine Barrens Treefrog,Dryophytes andersonii,Native,NT,decreasing,1,666,8.769318521134874,1,0,0,0,F,DD,1,aPBTRx,5294161,184217,3
aPIFRx,Pickerel Frog,Lithobates palustris,58690.0,Pickerel Frog,Lithobates palustris,Native,LC,stable,0,26766,11.317211752018904,0,0,0,0,A,A,0,aPIFRx,304025305,22178105,7
aPIGFx,Pig Frog,Lithobates grylio,58611.0,Pig Frog,Lithobates grylio,Native,LC,decreasing,1,3598,20.76053945002024,0,0,0,0,D,DD,1,aPIGFx,98145360,9884432,10
aPLFRx,Plains Leopard Frog,Lithobates blairi,58562.0,Plains Leopard Frog,Lithobates blairi,Native,LC,decreasing,1,14766,6.632422986811409,1,0,0,0,F,DD,1,aPLFRx,104878615,3116274,3
aPLSPx,Plains Spadefoot,Spea bombifrons,59044.0,Plains Spadefoot,Spea bombifrons,Native,LC,stable,0,24720,75.6169824415867,0,0,0,0,A,A,0,aPLSPx,2124415605,52453108,2
aPMSAx,Pigeon Mountain Salamander,Plethodon petraeus,59350.0,Pigeon Mountain Salamander,Plethodon petraeus,Native,VU,stable,1,12,8.729916157629116,1,1,1,1,H,DD,1,aPMSAx,79969,22650,28
aPOSAx,Peaks Of Otter Salamander,Plethodon hubrichti,17632.0,Peaks Of Otter Salamander,Plethodon hubrichti,Native,VU,unknown,1,9,4.035660651480367,1,0,1,1,H,DD,1,aPOSAx,42199,14425,34
aPWTRx,Pine Woods Treefrog,Hyla femoralis,55481.0,Pine Wood Treefrog,Dryophytes femoralis,Native,LC,stable,0,5192,30.82936888949309,0,0,0,0,A,A,0,aPWTRx,176597528,12700653,7
aPYSAx,Pygmy Salamander,Desmognathus wrighti,59259.0,Pygmy Salamander,Desmognathus wrighti,Native,LC,stable,0,264,9.786249709340456,1,1,0,1,E,TR,1,aPYSAx,2484082,849122,34
aRBNEx,Red-bellied Newt,Taricha rivularis,59470.0,Redbelly Newt,Taricha rivularis,Native,LC,stable,0,211,6.776992420812987,1,0,0,0,C,TR,1,aRBNEx,1439163,151038,10
aRCSAx,Red-cheeked Salamander,Plethodon jordani,59343.0,Red-cheeked Salamander,Plethodon jordani,Native,NT,stable,0,58,37.13632310804323,0,1,0,1,B,TR,1,aRCSAx,1897565,1588829,84
aRESAx,Red Salamander,Pseudotriton ruber,59404.0,Red Salamander,Pseudotriton ruber,Native,LC,stable,0,12033,4.815364833023401,1,0,0,0,C,TR,1,aRESAx,57955082,1294519,2
aRFSAx,Reticulated Flatwoods Salamander,Ambystoma bishopi,136128.0,Reticulated Flatwoods Salamander,Ambystoma bishopi,Native,VU,decreasing,1,289,9.994351497802107,0,1,0,1,G,DD,1,aRFSAx,3161397,66077,2
aRGCFx,Rio Grande Chirping Frog,Eleutherodactylus cystignathoides,56547.0,Rio Grande Chirping Frog,Eleutherodactylus cystignathoides,Native,LC,stable,0,322,12.325523750752645,0,0,0,0,A,A,0,aRGCFx,5620456,170349,3
aRGLFx,Rio Grande Leopard Frog,Lithobates berlandieri,58561.0,Rio Grande Leopard Frog,Lithobates berlandieri,Native,LC,stable,0,2980,2.294316334804152,1,0,0,0,C,TR,1,aRGLFx,8104178,214273,3
aRHSAx,Red Hills Salamander,Phaeognathus hubrichti,16801.0,Red Hills Salamander,Phaeognathus hubrichti,Native,EN,decreasing,1,43,5.546531004381304,1,1,0,1,H,DD,1,aRHSAx,289222,5365,2
aRIFRx,River Frog,Lithobates heckscheri,58614.0,River Frog,Lithobates heckscheri,Native,LC,stable,0,2600,11.039475546039062,0,0,0,0,A,A,0,aRIFRx,32484419,3186246,10
aRISAx,Ringed Salamander,Ambystoma annulatum,59052.0,Ringed Salamander,Ambystoma annulatum,Native,LC,stable,0,2002,50.485543033862115,0,1,0,1,B,TR,1,aRISAx,103740769,12698648,12
aRLFRx,Relict Leopard Frog,Lithobates onca,19178.0,Relict Leopard Frog,Lithobates onca,Native,EN,decreasing,1,135,0.7842044001991441,1,1,1,1,H,DD,1,aRLFRx,134440,62323,46
aRLSAx,Red-legged Salamander,Plethodon shermani,59355.0,Red-legged Salamander,Plethodon shermani,Native,VU,stable,1,64,26.062409759684076,0,1,0,1,G,DD,1,aRLSAx,1562633,233187,15
aRMSAx,Rich Mountain Salamander,Plethodon ouachitae,17633.0,Rich Mountain Salamander,Plethodon ouachitae,Native,NT,stable,0,58,27.101748719173635,0,1,0,1,B,TR,1,aRMSAx,1570753,372351,24
aROTFx,Rocky Mountain Tailed Frog,Ascaphus montanus,54413.0,Rocky Mountain Tailed Frog,Ascaphus montanus,Native,LC,unknown,0,1718,26.27473828988147,0,1,0,1,B,TR,1,aROTFx,40716580,9045440,22
aRSNEx,Rough-skinned Newt,Taricha granulosa,59469.0,Roughskin Newt,Taricha granulosa,Native,LC,stable,0,2772,82.36134107447414,0,0,0,0,A,A,0,aRSNEx,213293614,29032888,14
aRSSAx,Relictual Slender Salamander,Batrachoseps relictus,2650.0,Relictual Slender Salamander,Batrachoseps relictus,Native,DD,unknown,0,14,20.631814159404467,0,0,0,0,A,A,0,aRSSAx,339343,0,0
aRSTOx,Red-spotted Toad,Anaxyrus punctatus,54739.0,Baird's Spotted Toad,Anaxyrus punctatus,Native,LC,stable,0,15301,59.46500110470978,0,0,0,0,A,A,0,aRSTOx,1033153594,96651166,9
aSADSx,Santeetlah Dusky Salamander,Desmognathus santeetlah,59257.0,Santeetlah Dusky Salamander,Desmognathus santeetlah,Native,LC,stable,0,72,11.63822487552417,0,1,0,1,B,TR,1,aSADSx,813840,414427,51
aSASAx,Salado Salamander,Eurycea chisholmensis,59263.0,Chisholm Trail Salamander,Eurycea chisholmensis,Native,VU,unknown,1,12,5.941467191069808,1,1,1,1,H,DD,1,aSASAx,62521,0,0
aSCFRx,Southern Cricket Frog,Acris gryllus,55287.0,Southern Cricket Frog,Acris gryllus,Native,LC,stable,0,6960,16.425782475413172,0,0,0,0,A,A,0,aSCFRx,133365500,12329259,9
aSCSAx,Scott Bar Salamander,Plethodon asupak,61904.0,Scottbar Salamander,Plethodon asupak,Native,VU,unknown,1,38,36.58044981408449,0,1,0,1,G,DD,1,aSCSAx,1293870,93793,7
aSCSSx,South Carolina Slimy Salamander,Plethodon variolatus,59340.0,Slimy Salamander,Plethodon glutinosus,Native,LC,stable,0,366,7.668472438550882,1,1,0,1,E,TR,1,aSCSSx,3409867,554220,16
aSDSAx,Shenandoah Salamander,Plethodon shenandoah,17629.0,Shenandoah Salamander,Plethodon shenandoah,Native,VU,stable,1,9,1.0105600106808517,1,1,1,1,H,DD,1,aSDSAx,10430,10430,100
aSDSIx,Southern Dwarf Siren,Pseudobranchus axanthus,59489.0,Narrow-striped Dwarf Siren,Pseudobranchus axanthus,Native,LC,,0,770,14.797570515433273,0,1,0,1,B,TR,1,aSDSIx,16600843,2095811,13
aSEASx,Seal Salamander,Desmognathus monticola,59252.0,Seal Salamander,Desmognathus monticola,Native,LC,stable,0,3537,2.195469631439387,1,1,0,1,E,TR,1,aSEASx,7873662,860938,11
aSEESx,Seepage Salamander,Desmognathus aeneus,59243.0,Seepage Salamander,Desmognathus aeneus,Native,NT,decreasing,1,587,11.208907426140987,0,1,0,1,G,DD,1,aSEESx,5674963,517815,9
aSENEx,Sierra Newt,Taricha sierrea,136023.0,Sierra Newt,Taricha sierra,Native,LC,unknown,0,964,46.71861447287662,0,1,0,1,B,TR,1,aSENEx,42675419,3999054,9
aSGCSx,Southern Gray-cheeked Salamander,Plethodon metcalfi,59348.0,Southern Gray-cheeked Salamander,Plethodon metcalfi,Native,LC,stable,0,154,46.957094915442354,0,1,0,1,B,TR,1,aSGCSx,7101276,1277400,18
aSGSSx,San Gabriel Mountains Slender Salamander,Batrachoseps gabrieli,59122.0,San Gabriel Slender Salamander,Batrachoseps gabrieli,Native,DD,unknown,0,37,22.684432719400352,0,1,0,1,B,TR,1,aSGSSx,731781,272642,37
aSGTOx,Sonoran Green Toad,Anaxyrus retiformis,3173.0,Sonoran Green Toad,Anaxyrus retiformis,Native,LC,stable,0,207,60.78776787848151,0,1,0,1,B,TR,1,aSGTOx,15279447,2697850,18
aSHFRx,Sheep Frog,Hypopachus variolosus,57832.0,Mexican Narrow-mouthed Toad,Hypopachus variolosus,Native,LC,stable,0,392,47.28895011799931,0,0,0,0,A,A,0,aSHFRx,27227595,586037,2
aSHMSx,Shenandoah Mountain Salamander,Plethodon virginia,59360.0,Shenandoah Mountain Salamander,Plethodon virginia,Native,NT,unknown,0,9,1.6811746461918404,1,1,1,1,E,TR,1,aSHMSx,17706,17706,100
aSHSAx,Shasta Salamander,Hydromantes shastae,10305.0,Shasta Salamander,Hydromantes shastae,Native,VU,stable,1,26,34.54313645028234,0,1,0,1,G,DD,1,aSHSAx,867049,24990,3
aSITRx,Sierran Treefrog,Pseudacris sierra,55897.0,Pacific Treefrog,Pseudacris regilla,Native,LC,stable,0,8762,2.187070642810047,1,0,0,0,C,TR,1,aSITRx,22181707,3397022,15
aSLFRx,Southern Leopard Frog,Lithobates sphenocephalus,58723.0,Southern Leopard Frog,Lithobates sphenocephalus,Native,LC,stable,0,22327,34.13020000313397,0,0,0,0,A,A,0,aSLFRx,821410830,44894362,5
aSMFRx,Southern Mountain Yellow-legged Frog,Rana muscosa,19177.0,Southern Mountain Yellow-legged Frog,Rana muscosa,Native,EN,decreasing,1,323,8.379839133499265,1,0,0,0,F,DD,1,aSMFRx,2732970,1344079,49
aSMGSx,South Mountain Gray-cheeked Salamander,Plethodon meridianus,59347.0,South Mountain Gray-cheeked Salamander,Plethodon meridianus,Native,VU,stable,1,14,8.547958539172821,1,1,1,1,H,DD,1,aSMGSx,131734,55666,42
aSMMSx,Small-mouthed Salamander,Ambystoma texanum,59071.0,Smallmouth Salamander,Ambystoma texanum,Native,LC,stable,0,15476,8.767270955174789,1,0,0,0,C,TR,1,aSMMSx,149405916,11707964,8
aSMSAx,San Marcos Salamander,Eurycea nana,8391.0,San Marcos Salamander,Eurycea nana,Native,VU,stable,1,12,4.527795874458903,1,1,1,1,H,DD,1,aSMSAx,66526,639,1
aSMSSx,Santa Lucia Mountains Slender Salamander,Batrachoseps luciae,59127.0,Santa Lucia Mountains Slender Salamander,Batrachoseps luciae,Native,LC,stable,0,77,19.868374974556573,0,1,0,1,B,TR,1,aSMSSx,1680736,606145,36
aSMTSx,Sacramento Mountains Salamander,Aneides hardii,59117.0,Sacramento Mountain Salamander,Aneides hardii,Native,LC,stable,0,77,14.330283220241554,0,1,0,1,B,TR,1,aSMTSx,1263702,128505,10
aSNSAx,Shovel-nosed Salamander,Desmognathus marmoratus,59251.0,Shovelnose Salamander,Desmognathus marmoratus,Native,LC,stable,0,475,3.5118578522450346,1,1,0,1,E,TR,1,aSNSAx,1616156,315787,20
aSNTOx,Sonoran Desert Toad,Ollotis alvaria,54567.0,Colorado River Toad,Incilius alvarius,Native,LC,stable,0,1973,32.73814937678188,0,0,0,0,A,A,0,aSNTOx,67596835,8548146,13
aSOASx,Southern Appalachian Salamander,Plethodon teyahalee,59356.0,Southern Appalachian Salamander,Plethodon teyahalee,Native,LC,stable,0,237,15.564068757774534,0,1,0,1,B,TR,1,aSOASx,3600599,975166,27
aSODSx,Southern Dusky Salamander,Desmognathus auriculatus,59245.0,Southern Dusky Salamander,Desmognathus auriculatus,Native,LC,stable,0,6484,15.287943679191784,0,0,0,0,A,A,0,aSODSx,110111155,10084784,9
aSOFRx,Southern Chorus Frog,Pseudacris nigrita,55894.0,Southern Chorus Frog,Pseudacris nigrita,Native,LC,stable,0,3961,14.12831152101677,0,0,0,0,A,A,0,aSOFRx,67108817,5419302,8
aSOTOx,Southern Toad,Anaxyrus terrestris,54777.0,Southern Toad,Anaxyrus terrestris,Native,LC,stable,0,5899,28.48340679147441,0,0,0,0,A,A,0,aSOTOx,184636384,6066786,3
aSPCFx,Spotted Chirping Frog,Eleutherodactylus guttilatus,56643.0,Spotted Chirping Frog,Eleutherodactylus guttilatus,Native,LC,unknown,0,278,2.7148923013794413,1,1,0,1,E,TR,1,aSPCFx,907009,80415,9
aSPDSx,Spotted Dusky Salamander,Desmognathus conanti,59249.0,Dusky Salamander,Desmognathus fuscus,Native,LC,stable,0,8117,8.625091983443138,1,0,0,0,C,TR,1,aSPDSx,79745359,5517479,7
aSPFRx,Spotted Chorus Frog,Pseudacris clarkii,55891.0,Clarke's Striped Tree Frog,Pseudacris clarkii,Native,LC,stable,0,6493,21.144057074171425,0,0,0,0,A,A,0,aSPFRx,168546418,1832535,1
aSPOSx,Spotted Salamander,Ambystoma maculatum,59064.0,Spotted Salamander,Ambystoma maculatum,Native,LC,stable,0,26648,14.811368055382411,0,0,0,0,A,A,0,aSPOSx,391015465,29961915,8
aSPPEx,Spring Peeper,Pseudacris crucifer,55892.0,Spring Peeper,Pseudacris crucifer,Native,LC,stable,0,33607,25.30477930934073,0,0,0,0,A,A,0,aSPPEx,865295759,59046276,7
aSPRSx,Spring Salamander,Gyrinophilus porphyriticus,59282.0,Spring Salamander,Gyrinophilus porphyriticus,Native,LC,stable,0,8567,5.529886846230471,1,0,0,0,C,TR,1,aSPRSx,46502493,2986138,6
aSQSAx,Sequoyah Slimy Salamander,Plethodon sequoyah,59353.0,Sequoyah Slimy Salamander,Plethodon sequoyah,Native,DD,unknown,0,38,21.426309848866765,0,0,0,0,A,A,0,aSQSAx,948808,67387,7
aSQTRx,Squirrel Treefrog,Hyla squirella,55662.0,Squirrel Treefrog,Dryophytes squirellus,Native,LC,stable,0,8441,20.717251836969034,0,0,0,0,A,A,0,aSQTRx,207603458,17419455,8
aSRBSx,Southern Red-backed Salamander,Plethodon serratus,59354.0,Southern Redback Salamander,Plethodon serratus,Native,LC,stable,0,2381,39.18333970285664,0,1,0,1,B,TR,1,aSRBSx,91015357,11148513,12
aSRSAx,Southern Ravine Salamander,Plethodon richmondi,59352.0,Ravine Salamander,Plethodon richmondi,Native,LC,stable,0,1223,55.000201114415724,0,1,0,1,B,TR,1,aSRSAx,67342808,2227115,3
aSSLSx,Sequoia Slender Salamander,Batrachoseps kawia,59126.0,Sequoia Slender Salamander,Batrachoseps kawia,Native,DD,unknown,0,36,28.115070639284447,0,1,0,1,B,TR,1,aSSLSx,852323,531464,62
aSSMSx,Southeastern Slimy Salamander,Plethodon grobmani,59340.0,Slimy Salamander,Plethodon glutinosus,Native,LC,stable,0,2019,14.024681038442164,0,0,0,0,A,A,0,aSSMSx,30296532,1394330,5
aSSSSx,San Simeon Slender Salamander,Batrachoseps incognitus,59125.0,San Simeon Slender Salamander,Batrachoseps incognitus,Native,DD,unknown,0,32,2.9196731780534577,1,1,1,1,E,TR,1,aSSSSx,99553,11239,11
aSSYSx,Savannah Slimy Salamander,Plethodon savannah,59340.0,Slimy Salamander,Plethodon glutinosus,Native,LC,stable,0,48,9.590696174394076,1,1,0,1,E,TR,1,aSSYSx,595378,15001,3
aSTFRx,Strecker's Chorus Frog,Pseudacris streckeri,55898.0,Strecker's Chorus Frog,Pseudacris streckeri,Native,LC,unknown,0,6130,29.935027322041694,0,0,0,0,A,A,0,aSTFRx,213588080,2497908,1
