gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,originUS,RedListStatus,PopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,L2endemic,spp10p,Endemic,Group,Subgroup,potRare,Spp,totalSppPix,SppProt,SppPercProt
rHSTUx,Hawksbill Sea Turtle,Eretmochelys imbricata,8005.0,Hawksbill Turtle,Eretmochelys imbricata,Native,CR,decreasing,1,1364,41.31806280156447,0,0,0,0,D,DD,1,rHSTUx,159444148,16349616,10
rIGLIx,Island Glass Lizard,Ophisaurus compressus,63718.0,Island Glass Lizard,Ophisaurus compressus,Native,LC,decreasing,1,1459,15.992460223627395,0,1,0,1,G,DD,1,rIGLIx,29924578,3092534,10
rINLIx,Island Night Lizard,Xantusia riversiana,23095.0,Island Night Lizard,Xantusia riversiana,Native,LC,stable,0,3,0.9407968120506884,1,1,1,1,E,TR,1,rINLIx,123616,577,0
rKELIx,Keeled Earless Lizard,Holbrookia propinqua,64066.0,Keeled Earless Lizard,Holbrookia propinqua,Native,LC,stable,0,772,35.88837070638344,0,0,0,0,A,A,0,rKELIx,36496391,723894,2
rKISNx,Kirtland's Snake,Clonophis kirtlandii,63747.0,Kirtland's Snake,Clonophis kirtlandii,Native,NT,decreasing,1,4494,10.104974006825817,0,0,0,0,D,DD,1,rKISNx,38295851,754227,2
rKRSTx,Kemp's Ridley Sea Turtle,Lepidochelys kempii,11533.0,Kemp's Ridley,Lepidochelys kempii,Native,CR,unknown,1,1299,41.63023012108747,0,0,0,0,D,DD,1,rKRSTx,128944223,15780214,12
rLASWx,Laredo Striped Whiptail,Aspidoscelis laredoensis,64272.0,Laredo Striped Whiptail,Aspidoscelis laredoensis,Native,LC,stable,0,311,73.92451527459312,0,1,0,1,B,TR,1,rLASWx,29112359,503936,2
rLBSKx,Little Brown Skink,Scincella lateralis,64245.0,Little Brown Skink,Scincella lateralis,Native,LC,stable,0,22009,52.10960403441042,0,0,0,0,A,A,0,rLBSKx,1217725340,49295196,4
rLEATx,Leatherback Sea Turtle,Dermochelys coriacea,6494.0,Leatherback,Dermochelys coriacea,Native,VU,decreasing,1,1687,39.592442106656414,0,0,0,0,D,DD,1,rLEATx,178287731,16725479,9
rLISNx,Lined Snake,Tropidoclonion lineatum,63998.0,Lined Snake,Tropidoclonion lineatum,Native,LC,stable,0,9642,29.088993189575078,0,1,0,1,B,TR,1,rLISNx,318243390,3833979,1
rLISWx,Little Striped Whiptail,Aspidoscelis inornata,64270.0,Little Striped Whiptail,Aspidoscelis inornata,Native,LC,decreasing,1,4176,64.4128748073726,0,0,0,0,D,DD,1,rLISWx,316449194,16804779,5
rLMTUx,Loggerhead Musk Turtle,Sternotherus minor,170493.0,Loggerhead Musk Turtle,Sternotherus minor,Native,LC,unknown,0,4734,5.189377745121483,1,0,0,0,C,TR,1,rLMTUx,26645949,1149879,4
rLNLLx,Long-nosed Leopard Lizard,Gambelia wislizenii,64015.0,Long-nosed Leopard Lizard,Gambelia wislizenii,Native,LC,stable,0,11910,57.93211647887373,0,0,0,0,A,A,0,rLNLLx,813416382,135052160,17
rLNSNx,Long-nosed Snake,Rhinocheilus lecontei,63909.0,Long-nosed Snake,Rhinocheilus lecontei,Native,LC,stable,0,14461,58.7873189122454,0,0,0,0,A,A,0,rLNSNx,995943774,92748326,9
rLOGTx,Loggerhead Sea Turtle,Caretta caretta,3897.0,Loggerhead Turtle,Caretta caretta,Native,VU,decreasing,1,1465,37.785377181232576,0,0,0,0,D,DD,1,rLOGTx,156120367,11268566,7
rLOPIx,Louisiana Pinesnake,Pituophis ruthveni,63874.0,Louisiana Pine Snake,Pituophis ruthveni,Native,EN,decreasing,1,935,34.56876570613133,0,1,0,1,G,DD,1,rLOPIx,35833723,1849400,5
rLTBLx,Long-tailed Brush Lizard,Urosaurus graciosus,64171.0,Long-tailed Brush Lizard,Urosaurus graciosus,Native,LC,stable,0,1886,63.4030620703749,0,1,0,1,B,TR,1,rLTBLx,136430733,35854379,26
rLWWHx,Little White Whiptail,Aspidoscelis gypsi,64269.0,Little White Whiptail,Aspidoscelis gypsi,Native,VU,stable,1,23,11.442087838135901,0,1,1,1,G,DD,1,rLWWHx,1359080,302469,22
rMALIx,Madrean Alligator Lizard,Elgaria kingii,63702.0,Madrean Alligator Lizard,Elgaria kingii,Native,LC,stable,0,1863,3.8777616354065145,1,0,0,0,C,TR,1,rMALIx,6759890,1312759,19
rMASSx,Massasauga,Sistrurus catenatus,64346.0,Massasauga,Sistrurus catenatus,Native,LC,unknown,0,15570,28.584967657510106,0,0,0,0,A,A,0,rMASSx,520390770,15453034,3
rMBHSx,Mexican Black-headed Snake,Tantilla atriceps,63935.0,Mexican Black-headed Snake,Tantilla atriceps,Native,LC,stable,0,115,41.120667535604795,0,0,0,0,A,A,0,rMBHSx,6588654,134240,2
rMEGAx,Mexican Gartersnake,Thamnophis eques,63977.0,Mexican Garter Snake,Thamnophis eques,Native,LC,stable,0,658,0.4725467482198738,1,0,1,1,E,TR,1,rMEGAx,315653,58956,19
rMFTLx,Mohave Fringe-toed Lizard,Uma scoparia,64166.0,Mojave Fringe-toed Lizard,Uma scoparia,Native,LC,stable,0,670,49.899825940599115,0,1,0,1,B,TR,1,rMFTLx,38169778,12928689,34
rMGLIx,Mimic Glass Lizard,Ophisaurus mimicus,63720.0,Mimic Glass Lizard,Ophisaurus mimicus,Native,LC,decreasing,1,2839,19.139961980543138,0,0,0,0,D,DD,1,rMGLIx,56221900,1705503,3
rMHNSx,Mexican Hog-nosed Snake,Heterodon kennerlyi,63819.0,Western Hog-nosed Snake,Heterodon nasicus,Native,LC,stable,0,2335,81.49778754401264,0,0,0,0,A,A,0,rMHNSx,233026243,12041890,5
rMILKx,Milksnake,Lampropeltis triangulum,,,,Native,,,0,52776,73.46089287644159,0,0,0,0,A,A,0,rMILKx,4057765207,105426249,3
rMLSKx,Many-lined Skink,Plestiodon multivirgatus,64234.0,Many-lined Skink,Plestiodon multivirgatus,Native,LC,stable,0,9738,68.61992932581256,0,0,0,0,A,A,0,rMLSKx,749955421,26064127,3
rMORAx,Mohave Rattlesnake,Crotalus scutulatus,64332.0,Mojave Rattlesnake,Crotalus scutulatus,Native,LC,stable,0,4201,57.85394643107532,0,1,0,1,B,TR,1,rMORAx,274592244,58263745,21
rMOSKx,Mole Skink,Plestiodon egregius,64226.0,Mole Skink,Plestiodon egregius,Native,LC,decreasing,1,2520,18.25470839978204,0,0,0,0,D,DD,1,rMOSKx,48958729,1924394,4
rMPSLx,Mexican Plateau Slider,Trachemys gaigeae,22024.0,Big Bend Slider,Trachemys gaigeae,Native,VU,unknown,1,260,0.8738907167835501,1,1,1,1,H,DD,1,rMPSLx,273907,28431,10
rMSWAx,Mississippi Green Watersnake,Nerodia cyclopion,63853.0,Mississippi Green Water Snake,Nerodia cyclopion,Native,LC,stable,0,2460,14.174097100953741,0,0,0,0,A,A,0,rMSWAx,43928387,5808640,13
rMTSKx,Mountain Skink,Plestiodon callicephalus,64222.0,Mountain Skink,Plestiodon callicephalus,Native,LC,stable,0,367,9.447990473295944,1,1,0,1,E,TR,1,rMTSKx,3101059,596021,19
rNALIx,Northern Alligator Lizard,Elgaria coerulea,63701.0,Northern Alligator Lizard,Elgaria coerulea,Native,LC,stable,0,6193,34.48757959722945,0,0,0,0,A,A,0,rNALIx,201606940,33360533,17
rNARAx,North American Racer,Coluber constrictor,63748.0,Eastern Racer,Coluber constrictor,Native,LC,stable,0,62497,81.81551339930263,0,0,0,0,A,A,0,rNARAx,5398864437,207589907,4
rNHGAx,Narrow-headed Gartersnake,Thamnophis rufipunctatus,63990.0,,Thamnophis rufipunctatus,Native,LC,decreasing,1,521,0.3081761926030301,1,0,1,1,H,DD,1,rNHGAx,166189,31902,19
rNMTHx,New Mexico Threadsnake,Leptotyphlops dissectus,64056.0,New Mexico Bland Snake,Rena dissecta,Native,LC,stable,0,4748,66.63730723328511,0,0,0,0,A,A,0,rNMTHx,376466406,14568985,4
rNMTUx,Northern Map Turtle,Graptemys geographica,165598.0,Northern Map Turtle,Graptemys geographica,Native,LC,stable,0,12405,0.7291369258970248,1,0,0,0,C,TR,1,rNMTUx,8931070,703049,8
rNMWHx,New Mexico Whiptail,Aspidoscelis neomexicana,64278.0,New Mexico Whiptail,Aspidoscelis neomexicana,Native,LC,stable,0,1513,63.8435095849927,0,0,0,0,A,A,0,rNMWHx,115642345,5794321,5
rNRBCx,Northern Red-bellied Cooter,Pseudemys rubriventris,18460.0,Northern Redbelly Turtle,Pseudemys rubriventris,Native,NT,unknown,0,1345,11.954515400351967,0,1,0,1,B,TR,1,rNRBCx,20931017,1318148,6
rNRBOx,Northern Rubber Boa,Charina bottae,62228.0,Rubber Boa,Charina bottae,Native,LC,stable,0,15820,67.39179461321332,0,0,0,0,A,A,0,rNRBOx,1077898338,126109147,12
rNWATx,Northern Watersnake,Nerodia sipedon,62239.0,Lake Erie Water Snake,Nerodia sipedon,Native,LC,stable,0,31861,10.57338091762283,0,0,0,0,A,A,0,rNWATx,340100736,23336966,7
rNWGAx,Northwestern Gartersnake,Thamnophis ordinoides,63985.0,Northwestern Garter Snake,Thamnophis ordinoides,Native,LC,stable,0,1989,39.07655526219789,0,0,0,0,A,A,0,rNWGAx,70436468,4117965,6
rOBTUx,Ornate Box Turtle,Terrapene ornata,21644.0,Ornate Box Turtle,Terrapene ornata,Native,NT,decreasing,1,20372,68.97198233129332,0,0,0,0,D,DD,1,rOBTUx,1620173359,28669797,2
rOMTUx,Ouachita Map Turtle,Graptemys ouachitensis,165599.0,Ouachita Map Turtle,Graptemys ouachitensis,Native,LC,stable,0,9951,2.222883413276516,1,0,0,0,C,TR,1,rOMTUx,25169590,2859409,11
rORSTx,Olive Ridley Sea Turtle,Lepidochelys olivacea,11534.0,Olive Ridley,Lepidochelys olivacea,Native,VU,decreasing,1,148,39.38567316924284,0,1,0,1,G,DD,1,rORSTx,35564478,59685,0
rORWHx,Orange-throated Whiptail,Aspidoscelis hyperythra,4996.0,Orange-throated Race-runner,Aspidoscelis hyperythra,Native,LC,decreasing,1,223,23.87110949979516,0,1,0,1,G,DD,1,rORWHx,5578172,797505,14
rOTLIx,Ornate Tree Lizard,Urosaurus ornatus,64174.0,Ornate Tree Lizard,Urosaurus ornatus,Native,LC,stable,0,10820,42.40465791291175,0,0,0,0,A,A,0,rOTLIx,475256505,57174308,12
rPALIx,Panamint Alligator Lizard,Elgaria panamintina,40792.0,Panamint Alligator Lizard,Elgaria panamintina,Native,VU,decreasing,1,290,29.4045797001308,0,0,0,0,D,DD,1,rPALIx,9656496,4872833,50
rPASWx,Pai Striped Whiptail,Aspidoscelis pai,64281.0,Pai Striped Whiptail,Aspidoscelis pai,Native,LC,stable,0,678,32.516373416600196,0,1,0,1,B,TR,1,rPASWx,23401703,2627125,11
rPATUx,Painted Turtle,Chrysemys picta,163467.0,Painted Turtle,Chrysemys picta,Native,LC,stable,0,45906,4.6796187143755965,1,0,0,0,C,TR,1,rPATUx,225155750,25040368,11
rPBHSx,Plains Black-headed Snake,Tantilla nigriceps,63952.0,Plains Black-headed Snake,Tantilla nigriceps,Native,LC,stable,0,10984,59.627275296535046,0,0,0,0,A,A,0,rPBHSx,772437167,20512752,3
rPBWAx,Plain-bellied Watersnake,Nerodia erythrogaster,63854.0,Plain-bellied Watersnake,Nerodia erythrogaster,Native,LC,stable,0,19015,6.2771714442597615,1,0,0,0,C,TR,1,rPBWAx,133461573,11307731,8
rPCOOx,Peninsula Cooter,Pseudemys peninsularis,170496.0,Peninsula Cooter,Pseudemys peninsularis,Native,LC,unknown,0,835,6.477852794044354,1,1,0,1,E,TR,1,rPCOOx,8098836,1014672,13
rPFLIx,Plateau Fence Lizard,Sceloporus tristichus,64156.0,Eastern Fence Lizard,Sceloporus undulatus,Native,LC,stable,0,7052,74.25301042438682,0,0,0,0,A,A,0,rPFLIx,531367024,45904839,9
rPHNSx,Plains Hog-nosed Snake,Heterodon nasicus,63819.0,Western Hog-nosed Snake,Heterodon nasicus,Native,LC,stable,0,18603,54.19145197241017,0,0,0,0,A,A,0,rPHNSx,1133103405,26389851,2
rPINEx,Pinesnake,Pituophis melanoleucus,63873.0,Pine Snake,Pituophis melanoleucus,Native,LC,decreasing,1,7041,27.699305010422158,0,0,0,0,D,DD,1,rPINEx,205752377,7764718,4
rPLGAx,Plains Gartersnake,Thamnophis radix,63988.0,Plains Garter Snake,Thamnophis radix,Native,LC,stable,0,17870,27.55561422941048,0,0,0,0,A,A,0,rPLGAx,525523390,13465725,3
rPLSWx,Plateau Striped Whiptail,Aspidoscelis velox,64292.0,Plateau Striped Whiptail,Aspidoscelis velox,Native,LC,stable,0,5022,58.416151932982814,0,0,0,0,A,A,0,rPLSWx,301751092,22537189,7
rPLTGx,Peninsular Leaf-toed Gecko,Phyllodactylus nocticolus,64051.0,Peninsular Leaf-toed Gecko,Phyllodactylus xanti,Native,LC,stable,0,89,35.91535660751757,0,1,0,1,B,TR,1,rPLTGx,3400950,1832578,54
rPLWHx,Plateau Spotted Whiptail,Aspidoscelis scalaris,64286.0,Mexican Plateau Spotted Whiptail,Aspidoscelis septemvittata,Native,LC,stable,0,231,73.19954400151434,0,1,0,1,B,TR,1,rPLWHx,20724049,4016094,19
rPMTUx,Pascagoula Map Turtle,Graptemys gibbonsi,184436.0,Pascagoula Map Turtle,Graptemys gibbonsi,Native,EN,decreasing,1,568,0.2021490882554801,1,1,1,1,H,DD,1,rPMTUx,126976,23707,19
rPOSLx,Pond Slider,Trachemys scripta,22028.0,Yellow-bellied Slider Turtle,Trachemys scripta,Native,LC,stable,0,27181,5.988699567956039,1,0,0,0,C,TR,1,rPOSLx,182690419,18045482,10
rPRATx,Pygmy Rattlesnake,Sistrurus miliarius,64347.0,Pygmy Rattlesnake,Sistrurus miliarius,Native,LC,stable,0,12240,31.01920538804969,0,0,0,0,A,A,0,rPRATx,410483087,29577260,7
rPRRAx,Prairie Rattlesnake,Crotalus viridis,64339.0,Prairie Rattlesnake,Crotalus viridis,Native,LC,stable,0,20451,88.46901911221762,0,0,0,0,A,A,0,rPRRAx,2009072346,80535905,4
rPRSKx,Prairie Skink,Plestiodon septentrionalis,64239.0,Northern Prairie Skink,Plestiodon septentrionalis,Native,LC,stable,0,9528,17.482813310272295,0,0,0,0,A,A,0,rPRSKx,187569393,3976218,2
rPSHLx,Pygmy Short-horned Lizard,Phrynosoma douglasii,64075.0,Pygmy Short-horned Lizard,Phrynosoma douglasii,Native,LC,stable,0,4176,47.75786824214904,0,0,0,0,A,A,0,rPSHLx,210419533,26585050,13
rPWLIx,Pine Woods Littersnake,Rhadinaea flavilata,63890.0,Pine Woods Littersnake,Rhadinaea flavilata,Native,LC,stable,0,2559,15.236755696529254,0,0,0,0,A,A,0,rPWLIx,44220310,2691074,6
rQUEEx,Queensnake,Regina septemvittata,63887.0,Queen Snake,Regina septemvittata,Native,LC,stable,0,12976,26.101789905573906,0,0,0,0,A,A,0,rQUEEx,333641603,14347880,4
rRASNx,Rainbow Snake,Farancia erytrogramma,63780.0,Rainbow Snake,Farancia erytrogramma,Native,LC,stable,0,5231,18.13271213672969,0,0,0,0,A,A,0,rRASNx,107163600,11555929,11
rRAWHx,Rainbow Whiptail,Cnemidophorus lemniscatus,,,,Introduced,,,0,21,46.152749267437294,0,1,0,1,X,X,0,rRAWHx,2286849,43665,2
rRBGEx,Reticular Banded Gecko,Coleonyx reticulatus,64037.0,Reticulate Banded Gecko,Coleonyx reticulatus,Native,LC,stable,0,105,65.64930665634516,0,1,0,1,B,TR,1,rRBGEx,8255591,3254173,39
rRBLIx,Rose-bellied Lizard,Sceloporus variabilis,198414.0,Rose-bellied Lizard,Sceloporus variabilis,Native,LC,stable,0,935,44.57624709185632,0,0,0,0,A,A,0,rRBLIx,47916130,327366,1
rRBMTx,Razor-backed Musk Turtle,Sternotherus carinatus,170492.0,Razor-backed Musk Turtle,Sternotherus carinatus,Native,LC,unknown,0,4133,3.1157469926127432,1,0,0,0,C,TR,1,rRBMTx,15474718,1284794,8
rRBMUx,Red-bellied Mudsnake,Farancia abacura,63779.0,Red-bellied Mudsnake,Farancia abacura,Native,LC,stable,0,10416,16.629428316597938,0,0,0,0,A,A,0,rRBMUx,216255031,24669818,11
rRBSNx,Red-bellied Snake,Storeria occipitomaculata,63930.0,Red-bellied Snake,Storeria occipitomaculata,Native,LC,stable,0,29461,18.34610171310669,0,0,0,0,A,A,0,rRBSNx,550026233,26938792,5
rRBSSx,Regal Black-striped Snake,Coniophanes imperialis,63750.0,Black-striped Snake,Coniophanes imperialis,Native,LC,stable,0,18,34.89905121943267,0,1,0,1,B,TR,1,rRBSSx,4835427,342478,7
rRBWHx,Red-backed Whiptail,Aspidoscelis xanthonota,64251.0,Canyon Spotted Whiptail,Aspidoscelis burti,Native,LC,stable,0,249,56.618157948738244,0,1,0,1,B,TR,1,rRBWHx,16338286,2080770,13
rRCLIx,Reticulate Collared Lizard,Crotaphytus reticulatus,64012.0,Reticulate Collared Lizard,Crotaphytus reticulatus,Native,VU,decreasing,1,503,57.44042962613992,0,1,0,1,G,DD,1,rRCLIx,32997519,96208,0
rRDRAx,Red Diamond Rattlesnake,Crotalus ruber,64331.0,Red Diamond Rattlesnake,Crotalus ruber,Native,LC,decreasing,1,312,48.2955642829605,0,0,0,0,D,DD,1,rRDRAx,15659602,5381738,34
rRECOx,Red Cornsnake,Pantherophis guttatus,63863.0,Red Cornsnake,Pantherophis guttatus,Native,LC,stable,0,9941,29.03305083647452,0,0,0,0,A,A,0,rRECOx,305686840,9651914,3
rREGEx,Reef Gecko,Sphaerodactylus notatus,64052.0,Brown-speckled Sphaero,Sphaerodactylus notatus,Native,LC,stable,0,31,22.6117592453962,0,1,0,1,B,TR,1,rREGEx,1699598,170163,10
rRFMTx,Rough-footed Mud Turtle,Kinosternon hirtipes,63670.0,Rough-footed Mud Turtle,Kinosternon hirtipes,Native,LC,decreasing,1,17,0.9395722415066728,1,1,1,1,H,DD,1,rRFMTx,23487,5,0
rRGCOx,Rio Grande Cooter,Pseudemys gorzugi,18459.0,Rio Grande Cooter,Pseudemys gorzugi,Native,NT,unknown,0,705,0.5120960114452844,1,0,1,1,E,TR,1,rRGCOx,461789,37307,8
rRHLIx,Regal Horned Lizard,Phrynosoma solare,64081.0,Regal Horned Lizard,Phrynosoma solare,Native,LC,stable,0,1650,41.90224035814335,0,0,0,0,A,A,0,rRHLIx,71556223,10148933,14
rRICOx,River Cooter,Pseudemys concinna,163444.0,River Cooter,Pseudemys concinna,Native,LC,unknown,0,13722,3.573593741734733,1,0,0,0,C,TR,1,rRICOx,53081554,3236521,6
rRMTUx,Ringed Map Turtle,Graptemys oculifera,9499.0,Ringed Sawback,Graptemys oculifera,Native,VU,unknown,1,263,0.9521561060451456,1,1,1,1,H,DD,1,rRMTUx,264093,24358,9
rRNRAx,Ridge-nosed Rattlesnake,Crotalus willardi,62253.0,New Mexican Ridge-nosed Rattlesnake,Crotalus willardi,Native,LC,stable,0,277,2.1434547147630774,1,1,1,1,E,TR,1,rRNRAx,523543,280108,54
rRNSNx,Ring-necked Snake,Diadophis punctatus,63769.0,Ring-necked Snake,Diadophis punctatus,Native,LC,stable,0,46094,69.38376795685444,0,0,0,0,A,A,0,rRNSNx,3293144483,183708341,6
rROBOx,Rosy Boa,Lichanura trivirgata,63726.0,Rosy Boa,Lichanura trivirgata,Native,LC,stable,0,2377,63.79480175154986,0,1,0,1,B,TR,1,rROBOx,168462584,55159176,33
rROEAx,Rough Earthsnake,Virginia striatula,64002.0,Rough Earth Snake,Haldea striatula,Native,LC,stable,0,13873,52.41889051880434,0,0,0,0,A,A,0,rROEAx,780761815,17028982,2
rROGRx,Rough Greensnake,Opheodrys aestivus,63859.0,Rough Green Snake,Opheodrys aestivus,Native,LC,stable,0,23398,24.610150881681022,0,0,0,0,A,A,0,rROGRx,603207842,19182688,3
rRRATx,Rock Rattlesnake,Crotalus lepidus,64321.0,Rock Rattlesnake,Crotalus lepidus,Native,LC,stable,0,2134,18.738224862848615,0,0,0,0,A,A,0,rRRATx,44890971,5998186,13
rRRCSx,Rim Rock Crowned Snake,Tantilla oolitica,63954.0,Rim Rock Crowned Snake,Tantilla oolitica,Native,EN,decreasing,1,35,7.636363864649271,1,1,1,1,H,DD,1,rRRCSx,1121255,173875,16
rRTHLx,Round-tailed Horned Lizard,Phrynosoma modestum,64078.0,Round-tailed Horned Lizard,Phrynosoma modestum,Native,LC,stable,0,4727,70.7250125588959,0,0,0,0,A,A,0,rRTHLx,399591463,15003765,4
rSALSx,Saddled Leaf-nosed Snake,Phyllorhynchus browni,63867.0,,Phyllorhynchus browni,Native,LC,stable,0,583,53.02602575287012,0,1,0,1,B,TR,1,rSALSx,34954500,4832788,14
rSANLx,Sandstone Night Lizard,Xantusia gracilis,64365.0,Sandstone Night Lizard,Xantusia gracilis,Native,VU,unknown,1,6,1.0715216207270442,1,1,1,1,H,DD,1,rSANLx,5746,5110,89
rSAWAx,Saltmarsh Watersnake,Nerodia clarkii,63852.0,Atlantic Saltmarsh Snake,Nerodia clarkii,Native,LC,decreasing,1,595,18.822999871072003,0,0,0,0,D,DD,1,rSAWAx,22869714,6225158,27
rSBGEx,Switak's Banded Gecko,Coleonyx switaki,64038.0,Barefoot Banded Gecko,Coleonyx switaki,Native,LC,unknown,0,43,13.117498563945755,0,1,1,1,B,TR,1,rSBGEx,542136,412539,76
rSBHSx,Smith's Black-headed Snake,Tantilla hobartsmithi,63947.0,Southwestern Blackhead Snake,Tantilla hobartsmithi,Native,LC,stable,0,6345,69.64595883495421,0,0,0,0,A,A,0,rSBHSx,500384597,60607531,12
rSBLIx,Slevin's Bunchgrass Lizard,Sceloporus slevini,64145.0,,Sceloporus slevini,Native,LC,decreasing,1,282,38.55502865850864,0,1,0,1,G,DD,1,rSBLIx,10826875,1990162,18
rSBRAx,Arizona Black Rattlesnake,Crotalus cerberus,64326.0,Western Rattlesnake,Crotalus oreganus,Native,LC,stable,0,1793,87.91328863200779,0,0,0,0,A,A,0,rSBRAx,156863007,11011496,7
rSCARx,Scarletsnake,Cemophora coccinea,63740.0,Scarlet Snake,Cemophora coccinea,Native,LC,stable,0,14268,33.106615291570876,0,0,0,0,A,A,0,rSCARx,489405026,24673769,5
rSCLIx,Sonoran Collared Lizard,Crotaphytus nebrius,64011.0,Sonoran Collared Lizard,Crotaphytus nebrius,Native,LC,stable,0,413,71.21468304298699,0,1,0,1,B,TR,1,rSCLIx,36000965,6654266,18
rSCSNx,Striped Crayfish Snake,Regina alleni,63884.0,Striped Crayfish Snake,Liodytes alleni,Native,LC,stable,0,1127,3.1105000507103653,1,1,0,1,E,TR,1,rSCSNx,4690997,528003,11
rSCWHx,Schott's Whipsnake,Coluber schotti,63848.0,Schott's Whipsnake,Masticophis schotti,Native,LC,stable,0,1089,46.193382866971,0,1,0,1,B,TR,1,rSCWHx,61345511,467145,1
rSESNx,Southeastern Crowned Snake,Tantilla coronata,63941.0,Southeastern Crowned Snake,Tantilla coronata,Native,LC,stable,0,8112,30.43848833469113,0,1,0,1,B,TR,1,rSESNx,252306370,4553319,2
rSFLSx,Southeastern Five-lined Skink,Plestiodon inexpectatus,64229.0,Southeastern Five-lined Skink,Plestiodon inexpectatus,Native,LC,stable,0,9395,16.48054867587615,0,0,0,0,A,A,0,rSFLSx,166762618,5583223,3
rSGLIx,Slender Glass Lizard,Ophisaurus attenuatus,63716.0,Slender Glass Lizard,Ophisaurus attenuatus,Native,LC,stable,0,21165,51.10421768503824,0,0,0,0,A,A,0,rSGLIx,1153023398,22114982,2
rSHGAx,Short-headed Gartersnake,Thamnophis brachystoma,63971.0,Short-headed Gartersnake,Thamnophis brachystoma,Native,LC,stable,0,553,5.574088939850876,1,0,0,0,C,TR,1,rSHGAx,3040068,63293,2
rSHNSx,Southern Hog-nosed Snake,Heterodon simus,63821.0,Southern Hog-nosed Snake,Heterodon simus,Native,VU,decreasing,1,2881,26.14942342763825,0,0,0,0,D,DD,1,rSHNSx,79319528,2267696,3
rSIDEx,Sidewinder,Crotalus cerastes,64315.0,Sidewinder,Crotalus cerastes,Native,LC,stable,0,3152,54.307546812817115,0,1,0,1,B,TR,1,rSIDEx,203018095,57795309,28
rSIGAx,Sierra Gartersnake,Thamnophis couchii,63974.0,Western Aquatic Garter Snake,Thamnophis couchii,Native,LC,stable,0,1145,3.509738235143087,1,0,0,0,C,TR,1,rSIGAx,3928990,482388,12
rSINLx,Sierra Night Lizard,Xantusia sierrae,64368.0,Desert Night Lizard,Xantusia vigilis,Native,LC,stable,0,60,40.69348787124692,0,0,0,0,A,A,0,rSINLx,2051742,48754,2
rSLCOx,Slowinski's Cornsnake,Pantherophis slowinskii,63865.0,Slowinski's Cornsnake,Pantherophis slowinskii,Native,DD,unknown,0,1684,51.00426454255509,0,0,0,0,A,A,0,rSLCOx,105034387,2980699,3
rSLRAx,Six-lined Racerunner,Aspidoscelis sexlineata,64287.0,Six-lined Racerunner,Aspidoscelis sexlineata,Native,LC,stable,0,30300,54.679086027539924,0,0,0,0,A,A,0,rSLRAx,1844652747,26403031,1
rSMEAx,Smooth Earthsnake,Virginia valeriae,64003.0,Smooth Earth Snake,Virginia valeriae,Native,LC,stable,0,19144,39.19678867112412,0,0,0,0,A,A,0,rSMEAx,765862214,29395849,4
rSMGRx,Smooth Greensnake,Opheodrys vernalis,63842.0,Smooth Green Snake,Opheodrys vernalis,Native,LC,stable,0,18053,28.75323166706513,0,0,0,0,A,A,0,rSMGRx,522681569,25678758,5
rSMKIx,Sonoran Mountain Kingsnake,Lampropeltis pyromelana,63831.0,Sonoran Mountain Kingsnake,Lampropeltis pyromelana,Native,LC,stable,0,3692,32.916776370121326,0,0,0,0,A,A,0,rSMKIx,121172226,17178003,14
rSMSOx,Smooth Softshell,Apalone mutica,165596.0,Smooth Softshell Turtle,Apalone mutica,Native,LC,unknown,0,11844,0.9772294374182736,1,0,0,0,C,TR,1,rSMSOx,13422277,1249134,9
rSNTUx,Snapping Turtle,Chelydra serpentina,163424.0,Snapping Turtle,Chelydra serpentina,Native,LC,stable,0,55574,10.182171250256822,0,0,0,0,A,A,0,rSNTUx,622059079,35572129,6
rSOALx,Southern Alligator Lizard,Elgaria multicarinata,63703.0,Southern Alligator Lizard,Elgaria multicarinata,Native,LC,decreasing,1,4379,43.726199388534745,0,0,0,0,D,DD,1,rSOALx,184307246,15855317,9
rSOCOx,Sonoran Coralsnake,Micruroides euryxanthus,64017.0,Western Coral Snake,Micruroides euryxanthus,Native,LC,stable,0,1817,46.43487220608873,0,0,0,0,A,A,0,rSOCOx,86904907,11984440,14
rSOMTx,Sonoran Mud Turtle,Kinosternon sonoriense,11011.0,Sonoyta Mud Turtle,Kinosternon sonoriense,Native,NT,unknown,0,1382,0.2537273154855641,1,0,1,1,E,TR,1,rSOMTx,375509,58428,16
rSOPTx,Southern Painted Turtle,Chrysemys dorsalis,163467.0,Painted Turtle,Chrysemys picta,Native,LC,stable,0,3761,13.352287655426002,0,0,0,0,A,A,0,rSOPTx,60897337,6818484,11
