strUC,strSciName,strComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd
mEACOx,Sylvilagus floridanus,Eastern Cottontail,41299,Sylvilagus floridanus,Eastern Cottontail,LC,increasing
mEAMOx,Scalopus aquaticus,Eastern Mole,41471,Scalopus aquaticus,Eastern Mole,LC,stable
mEAPIx,Pipistrellus subflavus,Eastern Pipistrelle,17366,Perimyotis subflavus,Eastern Pipistrelle,VU,decreasing
mEAWOx,Neotoma floridana,Eastern Woodrat,42650,Neotoma floridana,Eastern Woodrat,LC,decreasing
mEBSQx,Sciurus carolinensis,Eastern Gray Squirrel,42462,Sciurus carolinensis,Eastern Gray Squirrel,LC,increasing
mEFSQx,Sciurus niger,Eastern Fox Squirrel,20016,Sciurus niger,Delmarva Fox Squirrel,LC,stable
mEHMOx,Reithrodontomys humulis,Eastern Harvest Mouse,42678,Reithrodontomys humulis,Eastern Harvest Mouse,LC,stable
mEHVOx,Phenacomys ungava,Eastern Heather Vole,42637,Phenacomys ungava,Eastern Heather Vole,LC,stable
mELK1x,Cervus elaphus,Elk,56003281,Alces alces,Moose,LC,increasing
mERBAx,Lasiurus borealis,Eastern Red Bat,11347,Lasiurus borealis,Eastern Red Bat,LC,stable
mERMIx,Mustela erminea,Ermine,29674,Mustela erminea,Stoat,LC,stable
mESFMx,Myotis leibii,Eastern Small-footed Myotis,14172,Myotis leibii,Eastern Small-footed Myotis,EN,decreasing
mESSKx,Spilogale putorius,Eastern Spotted Skunk,41636,Spilogale putorius,Eastern Spotted Skunk,VU,decreasing
mESTSx,Blarina hylophaga,Elliot's Short-tailed Shrew,41453,Blarina hylophaga,Elliot's Short-tailed Shrew,LC,stable
mEVBAx,Nycticeius humeralis,Evening Bat,14944,Nycticeius humeralis,Evening Bat,LC,stable
mFADEx,Dama dama,Fallow Deer,42188,Dama dama,Persian Fallow Deer,LC,unknown
mFBBAx,Eumops floridanus,Florida Bonneted Bat,136433,Eumops floridanus,Florida Bonneted Bat,VU,decreasing
mFGSQx,Poliocitellus franklinii,Franklin's Ground Squirrel,41787,Poliocitellus franklinii,Franklin's Ground Squirrel,LC,decreasing
mFHMOx,Reithrodontomys fulvescens,Fulvous Harvest Mouse,19407,Reithrodontomys fulvescens,Fulvous Harvest Mouse,LC,stable
mFISHx,Martes pennanti,Fisher,41651,Martes pennanti,Fisher,LC,unknown
mFLDEx,Podomys floridanus,Florida Deermouse,17830,Podomys floridanus,Florida Deermouse,VU,decreasing
mFOSHx,Sorex sonomae,Fog Shrew,41418,Sorex sonomae,Fog Shrew,LC,stable
mFRMYx,Myotis thysanodes,Fringed Myotis,14206,Myotis thysanodes,Fringed Myotis,LC,stable
mGBBAx,Eumops perotis,Greater Bonneted Bat,8247,Eumops perotis,Western Mastiff Bat,LC,decreasing
mGBPMx,Perognathus parvus,Great Basin Pocket Mouse,42610,Perognathus parvus,Great Basin Pocket Mouse,LC,stable
mGCCHx,Tamias cinereicollis,Gray-collared Chipmunk,42570,Neotamias cinereicollis,Gray-collared Chipmunk,LC,stable
mGCKRx,Dipodomys compactus,Gulf Coast Kangaroo Rat,6685,Dipodomys compactus,Gulf Coast Kangaroo Rat,LC,stable
mGFCHx,Tamias canipes,Gray-footed Chipmunk,21364,Neotamias canipes,Gray-footed Chipmunk,LC,stable
mGFSEx,Arctocephalus townsendi,Guadalupe Fur Seal,2061,Arctocephalus townsendi,Guadalupe Fur Seal,LC,increasing
mGKRAx,Dipodomys ingens,Giant Kangaroo Rat,6678,Dipodomys ingens,Giant Kangaroo Rat,EN,decreasing
mGMGSx,Callospermophilus lateralis,Golden-mantled Ground Squirrel,42468,Callospermophilus lateralis,Green River Basin Golden-mantled Ground Squirrel,LC,stable
mGOMOx,Ochrotomys nuttalli,Golden Mouse,42674,Ochrotomys nuttalli,Golden Mouse,LC,stable
mGPDOx,Cynomys gunnisoni,Gunnison's Prairie Dog,42453,Cynomys gunnisoni,Gunnison's Prairie Dog,LC,decreasing
mGRFOx,Urocyon cinereoargenteus,Gray Fox,22780,Urocyon cinereoargenteus,Grey Fox,LC,stable
mGRMYx,Myotis grisescens,Gray Myotis,14132,Myotis grisescens,Grey Bat,VU,increasing
mGRWOx,Canis lupus,Gray Wolf,3746,Canis lupus,Grey Wolf,LC,stable
mGTVOx,Microtus canicaudus,Gray-tailed Vole,42625,Microtus canicaudus,Gray-tailed Vole,LC,stable
mHASEx,Phoca vitulina,Harbor Seal,17013,Phoca vitulina,Harbor Seal,LC,unknown
mHASQx,Ammospermophilus harrisii,Harris' Antelope Squirrel,42399,Ammospermophilus harrisii,Harris's Antelope Squirrel,LC,unknown
mHCRAx,Sigmodon hispidus,Hispid Cotton Rat,20213,Sigmodon hispidus,Hispid Cotton Rat,LC,increasing
mHKRAx,Dipodomys heermanni,Heermann's Kangaroo Rat,42600,Dipodomys heermanni,Heermann's Kangaroo Rat,LC,unknown
mHOBAx,Lasiurus cinereus,Hoary Bat,11345,Lasiurus cinereus,Hoary Bat,LC,unknown
mHOCHx,Tamias rufus,Hopi Chipmunk,42578,Neotamias rufus,Hopi Chipmunk,LC,stable
mHOMAx,Marmota caligata,Hoary Marmot,42456,Marmota caligata,Hoary Marmot,LC,stable
mHOMOx,Mus musculus,House Mouse,13972,Mus musculus,House Mouse,LC,stable
mHOSKx,Mephitis macroura,Hooded Skunk,41634,Mephitis macroura,Hooded Skunk,LC,increasing
mHPMOx,Chaetodipus hispidus,Hispid Pocket Mouse,4333,Chaetodipus hispidus,Hispid Pocket Mouse,LC,stable
mHTMOx,Parascalops breweri,Hairy-tailed Mole,41469,Parascalops breweri,Hairy-tailed Mole,LC,stable
mIGSQx,Urocitellus brunneus,Idaho Ground Squirrel,20497,Urocitellus brunneus,Norhern Idaho Ground Squirrel,CR,unknown
mINMYx,Myotis sodalis,Indiana Myotis,14136,Myotis sodalis,Indiana Bat,NT,stable
mINSHx,Sorex tenellus,Inyo Shrew,41419,Sorex tenellus,Inyo Shrew,LC,stable
mIPGOx,Thomomys idahoensis,Idaho Pocket Gopher,21809,Thomomys idahoensis,Idaho Pocket Gopher,LC,unknown
mISFOx,Urocyon littoralis,Island Fox,22781,Urocyon littoralis,Island Fox,NT,increasing
mJAGDx,Puma yagouarondi,Jaguarundi,9948,Herpailurus yagouaroundi,Jaguarundi,LC,decreasing
mJAGUx,Panthera onca,Jaguar,15953,Panthera onca,Jaguar,NT,decreasing
mKEMYx,Myotis keenii,Keen's Myotis,14171,Myotis keenii,Keen's Myotis,LC,stable
mKIFOx,Vulpes macrotis,Kit Fox,41587,Vulpes macrotis,Kit Fox,LC,decreasing
mKJPGx,Geomys knoxjonesi,Knox Jones's Pocket Gopher,136258,Geomys knoxjonesi,Knox Jones's Pocket Gopher,LC,unknown
mLBMYx,Myotis lucifugus,Little Brown Myotis,14176,Myotis lucifugus,Little Brown Bat,EN,decreasing
mLECHx,Tamias minimus,Least Chipmunk,42572,Neotamias minimus,Least Chipmunk,LC,stable
mLEMYx,Myotis evotis,Long-eared Myotis,14157,Myotis evotis,Long-eared Myotis,LC,stable
mLEWEx,Mustela nivalis,Least Weasel,70207409,Mustela nivalis,Least Weasel,LC,stable
mLLMYx,Myotis volans,Long-legged Myotis,14210,Myotis volans,Long-legged Myotis,LC,stable
mLOCHx,Tamias speciosus,Lodgepole Chipmunk,42582,Neotamias speciosus,Lodgepole Chipmunk,LC,stable
mLOECx,Tamias quadrimaculatus,Long-eared Chipmunk,42575,Neotamias quadrimaculatus,Long-eared Chipmunk,LC,stable
mLPMOx,Perognathus longimembris,Little Pocket Mouse,16636,Perognathus longimembris,Los Angeles Little Pocket Mouse,LC,stable
mLTPMx,Chaetodipus formosus,Long-tailed Pocket Mouse,4331,Chaetodipus formosus,Long-tailed Pocket Mouse,LC,stable
mLTSHx,Sorex dispar,Long-tailed Shrew,41394,Sorex dispar,Long-tailed Shrew,LC,unknown
mLTVOx,Microtus longicaudus,Long-tailed Vole,42627,Microtus longicaudus,San Bernardino Long-tailed Vole,LC,stable
mLTWEx,Mustela frenata,Long-tailed Weasel,41654,Mustela frenata,Long-tailed Weasel,LC,stable
mMAORx,Oryzomys palustris,Marsh Oryzomys,42675,Oryzomys palustris,Marsh Rice Rat,LC,stable
mMARAx,Sylvilagus palustris,Marsh Rabbit,41303,Sylvilagus palustris,Marsh Rabbit,LC,unknown
mMEDEx,Peromyscus merriami,Merriam's Deermouse,16680,Peromyscus merriami,Mesquite Mouse,LC,unknown
mMESHx,Sorex merriami,Merriam's Shrew,41403,Sorex merriami,Merriam's Shrew,LC,unknown
mMESQx,Ictidomys mexicanus,Mexican Ground Squirrel,20487,Ictidomys mexicanus,Mexican Ground Squirrel,LC,stable
mMEVOx,Microtus pennsylvanicus,Meadow Vole,13452,Microtus pennsylvanicus,Chihuahua Vole,LC,stable
mMEWOx,Neotoma mexicana,Mexican Woodrat,14590,Neotoma mexicana,Mexican Woodrat,LC,stable
mMFSQx,Sciurus nayaritensis,Mexican Fox Squirrel,20015,Sciurus nayaritensis,Mexican Fox Squirrel,LC,unknown
mMFTBx,Tadarida brasiliensis,Mexican Free-tailed Bat,21314,Tadarida brasiliensis,Brazilian Free-tailed Bat,LC,stable
mMGSQx,Urocitellus canus,Merriam's Ground Squirrel,42465,Urocitellus canus,Merriam's Ground Squirrel,LC,unknown
mMGVOx,Microtus mogollonensis,Mogollon Vole,13443,Microtus mexicanus,Mexican Vole,LC,unknown
mMJMOx,Zapus hudsonius,Meadow Jumping Mouse,42613,Zapus hudsonius,Meadow Jumping Mouse,LC,stable
mMKRAx,Dipodomys merriami,Merriam's Kangaroo Rat,92465716,Dipodomys merriami,Merriam's Kangaroo Rat,LC,stable
mMLNBx,Leptonycteris nivalis,Mexican Long-nosed Bat,11697,Leptonycteris nivalis,Greater Long-nosed Bat,EN,decreasing
mMLSHx,Sorex lyelli,Mt. Lyell Shrew,41402,Sorex lyelli,Mount Lyell Shrew,LC,stable
mMLTBx,Choeronycteris mexicana,Mexican Long-tongued Bat,4776,Choeronycteris mexicana,Mexican Long-tongued Bat,NT,unknown
mMMCHx,Tamias merriami,Merriam's Chipmunk,21358,Neotamias merriami,Merriam's Chipmunk,LC,stable
mMOCOx,Sylvilagus nuttallii,Mountain Cottontail,41300,Sylvilagus nuttallii,Mountain Cottontail,LC,unknown
mMOGOx,Oreamnos americanus,Mountain Goat,42680,Oreamnos americanus,Mountain Goat,LC,stable
mMOOSx,Alces americanus,Moose,56003281,Alces alces,Moose,LC,increasing
mMOSQx,Xerospermophilus mohavensis,Mohave Ground Squirrel,20474,Xerospermophilus mohavensis,Mohave Ground Squirrel,NT,decreasing
mMOVOx,Microtus montanus,Montane Vole,42630,Microtus montanus,Pahranagat Valley Montane Vole,LC,stable
mMPGOx,Thomomys monticola,Mountain Pocket Gopher,42596,Thomomys monticola,Mountain Pocket Gopher,LC,stable
mMPMOx,Perognathus merriami,Merriam's Pocket Mouse,16637,Perognathus merriami,Great Basin Pocket Mouse,LC,stable
mMRSHx,Sorex bendirii,Marsh Shrew,41389,Sorex bendirii,Marsh Shrew,LC,unknown
mMSPMx,Liomys irroratus,Mexican Spiny Pocket Mouse,12074,Heteromys irroratus,Mexican Spiny Pocket Mouse,LC,stable
mMUDEx,Odocoileus hemionus,Mule Deer,42393,Odocoileus hemionus,Mule Deer,LC,stable
mNADEx,Peromyscus maniculatus,North American Deermouse,16672,Peromyscus maniculatus,North American Deermouse,LC,stable
mNALSx,Cryptotis parva,North American Least Shrew,41377,Cryptotis parva,North American Least Shrew,LC,stable
mNAPOx,Erethizon dorsata,North American Porcupine,8004,Erethizon dorsatum,North American Porcupine,LC,stable
mNAROx,Lontra canadensis,North American River Otter,12302,Lontra canadensis,North American River Otter,LC,stable
mNASQx,Ammospermophilus nelsoni,Nelson's Antelope Squirrel,1149,Ammospermophilus nelsoni,Nelson's Antelope Squirrel,EN,decreasing
mNAWVx,Microtus richardsoni,North American Water Vole,42634,Microtus richardsoni,Water Vole,LC,stable
mNBARx,Dasypus novemcinctus,Nine-banded Armadillo,6290,Dasypus novemcinctus,Nine-banded Armadillo,LC,stable
mNBDEx,Peromyscus fraterculus,Northern Baja Deermouse,136412,Peromyscus fraterculus,Northern Baja Deermouse,LC,unknown
mNBLEx,Synaptomys borealis,Northern Bog Lemming,42638,Synaptomys borealis,Okanagan Bog Lemming,LC,unknown
mNESEx,Mirounga angustirostris,Northern Elephant Seal,13581,Mirounga angustirostris,Northern Elephant Seal,LC,increasing
mNFKRx,Dipodomys venustus,Narrow-faced Kangaroo Rat,42605,Dipodomys venustus,Narrow-faced Kangaroo Rat,LC,decreasing
mNFSEx,Callorhinus ursinus,Northern Fur Seal,3590,Callorhinus ursinus,Northern Fur Seal,VU,decreasing
mNFSQx,Glaucomys sabrinus,Northern Flying Squirrel,39553,Glaucomys sabrinus,Carolina Flying Squirrel,LC,stable
mNGCOx,Sylvilagus transitionalis,New England Cottontail,21212,Sylvilagus transitionalis,New England Cottontail,VU,decreasing
mNGMOx,Onychomys leucogaster,Northern Grasshopper Mouse,15338,Onychomys leucogaster,Northern Grasshopper Mouse,LC,stable
mNMSHx,Sorex neomexicanus,New Mexico Shrew,136608,Sorex neomexicanus,New Mexico Shrew,DD,unknown
mNODEx,Peromyscus keeni,Northwestern Deermouse,135164,Peromyscus keeni,Northwestern Deermouse,LC,stable
mNOMYx,Myotis septentrionalis,Northern Myotis,14201,Myotis septentrionalis,Northern Myotis,NT,decreasing
mNOSSx,Blarina brevicauda,Northern Short-tailed Shrew,41451,Blarina brevicauda,Northern Short-tailed Shrew,LC,stable
mNPGOx,Thomomys talpoides,Northern Pocket Gopher,42597,Thomomys talpoides,Vancouver Pocket Gopher,LC,stable
mNPMOx,Chaetodipus nelsoni,Nelson's Pocket Mouse,4335,Chaetodipus nelsoni,Nelson's Pocket Mouse,LC,stable
mNPYMx,Baiomys taylori,Northern Pygmy Mouse,2466,Baiomys taylori,Northern Pygmy Mouse,LC,stable
mNRDEx,Peromyscus nasutus,Northern Rock Deermouse,16682,Peromyscus nasutus,Northern Rock Mouse,LC,unknown
mNYBAx,Lasiurus intermedius,Northern Yellow Bat,11352,Lasiurus intermedius,Northern Yellow Bat,LC,unknown
mOBPMx,Perognathus fasciatus,Olive-backed Pocket Mouse,42608,Perognathus fasciatus,Olive-backed Pocket Mouse,LC,stable
mOCELx,Leopardus pardalis,Ocelot,11509,Leopardus pardalis,Ocelot,LC,decreasing
mOKRAx,Dipodomys ordii,Ord's Kangaroo Rat,6691,Dipodomys ordii,Ord's Kangaroo Rat,LC,stable
mOLDEx,Peromyscus polionotus,Oldfield Deermouse,42654,Peromyscus polionotus,Choctawhatchee Beach Mouse,LC,unknown
mOLMAx,Marmota olympus,Olympic Marmot,42459,Marmota olympus,Olympic Marmot,LC,decreasing
mORSHx,Sorex ornatus,Ornate Shrew,41408,Sorex ornatus,Ornate Shrew,LC,stable
mPABAx,Antrozous pallidus,Pallid Bat,1790,Antrozous pallidus,Pallid Bat,LC,stable
mPACHx,Tamias palmeri,Palmer's Chipmunk,21355,Neotamias palmeri,Palmer's Chipmunk,EN,decreasing
mPASHx,Sorex pacificus,Pacific Shrew,41409,Sorex pacificus,Pacific Shrew,LC,stable
mPBSHx,Sorex preblei,Preble's Shrew,41413,Sorex preblei,Preble's Shrew,LC,unknown
mPFTBx,Nyctinomops femorosaccus,Pocketed Free-tailed Bat,14994,Nyctinomops femorosaccus,Pocketed Free-tailed Bat,LC,stable
mPGFBx,Mormoops megalophylla,Peters's Ghost-faced Bat,13878,Mormoops megalophylla,Peters's Ghost-faced Bat,LC,decreasing
mPGSQx,Urocitellus mollis,Piute Ground Squirrel,42469,Urocitellus mollis,Piute Ground Squirrel,LC,unknown
mPHMOx,Reithrodontomys montanus,Plains Harvest Mouse,19413,Reithrodontomys montanus,Plains Harvest Mouse,LC,stable
mPIDEx,Peromyscus truei,Pinon Deermouse,16694,Peromyscus truei,Pinyon Mouse,LC,stable
mPIKAx,Ochotona princeps,American Pika,41267,Ochotona princeps,American Pika,LC,decreasing
mPJMOx,Zapus trinotatus,Pacific Jumping Mouse,23192,Zapus trinotatus,Point Reyes Jumping Mouse,LC,unknown
mPKMOx,Microdipodops pallidus,Pale Kangaroo Mouse,42607,Microdipodops pallidus,Soda Spring Valley Kangaroo Mouse,LC,decreasing
mPKRAx,Dipodomys panamintinus,Panamint Kangaroo Rat,42604,Dipodomys panamintinus,Panamint Kangaroo Rat,LC,stable
mPMBAx,Molossus molossus,Pallas's Mastiff Bat,13648,Molossus molossus,Pallas's Mastiff Bat,LC,unknown
mPNCHx,Tamias panamintinus,Panamint Chipmunk,42574,Neotamias panamintinus,Panamint Chipmunk,LC,stable
mPPGOx,Geomys bursarius,Plains Pocket Gopher,42588,Geomys bursarius,Plains Pocket Gopher,LC,stable
mPPMOx,Perognathus flavescens,Plains Pocket Mouse,16634,Perognathus flavescens,Plains Pocket Mouse,LC,stable
mPRONx,Antilocapra americana,Pronghorn,1677,Antilocapra americana,Pronghorn,LC,stable
mPRSHx,Sorex haydeni,Prairie Shrew,41399,Sorex haydeni,Prairie Shrew,LC,stable
mPRVOx,Microtus ochrogaster,Prairie Vole,42631,Microtus ochrogaster,Prairie Vole,LC,stable
mPTPDx,Cynomys ludovicianus,Black-tailed Prairie Dog,6091,Cynomys ludovicianus,Arizona Black-tailed Prairie Dog,LC,decreasing
mPYRAx,Brachylagus idahoensis,Pygmy Rabbit,2963,Brachylagus idahoensis,Pygmy Rabbit,LC,unknown
mRACCx,Procyon lotor,Raccoon,41686,Procyon lotor,Northern Raccoon,LC,increasing
mRBEBx,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,17600,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,LC,increasing
mRBSQx,Sciurus aureogaster,Red-bellied Squirrel,20006,Sciurus aureogaster,Mexican Grey Squirrel,LC,stable
mREFOx,Vulpes vulpes,Red Fox,23062,Vulpes vulpes,Red Fox,LC,stable
mRESQx,Tamiasciurus hudsonicus,Red Squirrel,42587,Tamiasciurus hudsonicus,Red Squirrel,LC,stable
mRGSQx,Urocitellus richardsonii,Richardson's Ground Squirrel,42561,Urocitellus richardsonii,Richardson's Ground Squirrel,LC,stable
mRINGx,Bassariscus astutus,Ringtail,41680,Bassariscus astutus,Ringtail,LC,unknown
mROCOx,Sylvilagus robustus,Robust Cottontail,41310,Sylvilagus robustus,Robust Cottontail,EN,unknown
mROSQx,Otospermophilus variegatus,Rock Squirrel,20495,Otospermophilus variegatus,Rock Squirrel,LC,stable
mROVOx,Microtus chrotorrhinus,Rock Vole,42626,Microtus chrotorrhinus,Southern Rock Vole,LC,decreasing
mRPMOx,Chaetodipus intermedius,Rock Pocket Mouse,4334,Chaetodipus intermedius,Rock Pocket Mouse,LC,stable
mRTCHx,Tamias ruficaudus,Red-tailed Chipmunk,42577,Neotamias ruficaudus,Red-tailed Chipmunk,LC,stable
mRTGSx,Xerospermophilus tereticaudus,Round-tailed Ground Squirrel,20493,Xerospermophilus tereticaudus,Round-tailed Ground Squirrel,LC,stable
mRTMUx,Neofiber alleni,Round-tailed Muskrat,14520,Neofiber alleni,Round-tailed Muskrat,LC,decreasing
mRTVOx,Arborimus longicaudus,Red Tree Vole,42615,Arborimus longicaudus,Red Tree Vole,NT,decreasing
mSACOx,Nasua narica,South American Coati,41683,Nasua narica,White-nosed Coati,LC,decreasing
mSADEx,Peromyscus gratus,Saxicoline Deermouse,16663,Peromyscus gratus,Osgood's Mouse,LC,unknown
mSAMBx,Rusa unicolor,Sambar,41790,Rusa unicolor,Sambar,VU,decreasing
mSAVOx,Lemmiscus curtatus,Sagebrush Vole,42624,Lemmiscus curtatus,Sagebrush Vole,LC,stable
mSBLEx,Synaptomys cooperi,Southern Bog Lemming,42639,Synaptomys cooperi,Southern Bog Lemming,LC,unknown
mSDPMx,Chaetodipus fallax,San Diego Pocket Mouse,4330,Chaetodipus fallax,San Diego Pocket Mouse,LC,unknown
mSEBAx,Lasiurus seminolus,Seminole Bat,11353,Lasiurus seminolus,Seminole Bat,LC,unknown
mSEGOx,Geomys pinetis,Southeastern Pocket Gopher,42589,Geomys pinetis,Southeastern Pocket Gopher,LC,unknown
mSEMYx,Myotis austroriparius,Southeastern Myotis,14147,Myotis austroriparius,Southeastern Myotis,LC,stable
mSEOTx,Enhydra lutris,Sea Otter,7750,Enhydra lutris,Sea Otter,EN,decreasing
mSEWEx,Aplodontia rufa,Sewellel,1869,Aplodontia rufa,Mountain Beaver,LC,stable
mSFSQx,Glaucomys volans,Southern Flying Squirrel,9240,Glaucomys volans,Southern Flying Squirrel,LC,stable
mSGMOx,Onychomys torridus,Southern Grasshopper Mouse,15339,Onychomys torridus,Southern Grasshopper Mouse,LC,stable
mSGSQx,Xerospermophilus spilosoma,Spotted Ground Squirrel,42563,Xerospermophilus spilosoma,Spotted Ground Squirrel,LC,stable
mSHBAx,Lasionycteris noctivagans,Silver-haired Bat,11339,Lasionycteris noctivagans,Silver-haired Bat,LC,stable
mSHCHx,Tamias senex,Shadow Chipmunk,42579,Neotamias senex,Shadow Chipmunk,LC,stable
mSHMOx,Neurotrichus gibbsii,Shrew-mole,41468,Neurotrichus gibbsii,Shrew-mole,LC,stable
mSICHx,Tamias siskiyou,Siskiyou Chipmunk,42580,Neotamias siskiyou,Siskiyou Chipmunk,LC,stable
mSIKAx,Cervus nippon,Sika,41788,Cervus nippon,Sika Deer,LC,increasing
mSJKRx,Dipodomys nitratoides,San Joaquin Kangaroo Rat,6683,Dipodomys nitratoides,Fresno Kangaroo Rat,VU,decreasing
mSJPMx,Perognathus inornatus,San Joaquin Pocket Mouse,42609,Perognathus inornatus,San Joaquin Pocket Mouse,LC,unknown
mSKRAx,Dipodomys stephensi,Stephen's Kangaroo Rat,6682,Dipodomys stephensi,Stephens' Kangaroo Rat,VU,decreasing
mSLMOx,Perognathus flavus,Silky Pocket Mouse,16635,Perognathus flavus,Silky Pocket Mouse,LC,stable
mSMHMx,Reithrodontomys raviventris,Salt-marsh Harvest Mouse,19401,Reithrodontomys raviventris,Salt-marsh Harvest Mouse,EN,decreasing
mSMSHx,Sorex fumeus,Smoky Shrew,41396,Sorex fumeus,Smoky Shrew,LC,stable
mSNHAx,Lepus americanus,Snowshoe Hare,41273,Lepus americanus,Snowshoe Hare,LC,stable
mSNMOx,Condylura cristata,Star-nosed Mole,41458,Condylura cristata,Star-nosed Mole,LC,stable
mSOCHx,Tamias sonomae,Sonoma Chipmunk,42581,Neotamias sonomae,Sonoma Chipmunk,LC,stable
mSOTSx,Blarina carolinensis,Southern Short-tailed Shrew,41452,Blarina carolinensis,Southern Short-tailed Shrew,LC,stable
mSPBAx,Euderma maculatum,Spotted Bat,8166,Euderma maculatum,Spotted Bat,LC,stable
mSPGOx,Thomomys umbrinus,Southern Pocket Gopher,21800,Thomomys umbrinus,Animas Mountains Pocket Gopher,LC,unknown
mSPMOx,Chaetodipus spinatus,Spiny Pocket Mouse,4338,Chaetodipus spinatus,Spiny Pocket Mouse,LC,unknown
mSPSHx,Sorex longirostris,Southeastern Shrew,41401,Sorex longirostris,Southeastern Shrew,LC,stable
mSPWOx,Neotoma micropus,Southern Plains Woodrat,14591,Neotoma micropus,Southern Plains Woodrat,LC,stable
mSRBVx,Myodes gapperi,Southern Red-backed Vole,42617,Myodes gapperi,Southern Red-backed Vole,LC,stable
mSSLIx,Eumetopias jubatus,Steller Sea Lion,8239,Eumetopias jubatus,Steller Sea Lion,NT,increasing
mSTSKx,Mephitis mephitis,Striped Skunk,41635,Mephitis mephitis,Striped Skunk,LC,stable
mSTVOx,Arborimus pomo,Sonoma Tree Vole,2018,Arborimus pomo,Sonoma Tree Vole,NT,decreasing
mSTWOx,Neotoma stephensi,Stephen's Woodrat,42651,Neotoma stephensi,Stephen's Woodrat,LC,stable
mSWFOx,Vulpes velox,Swift Fox,23059,Vulpes velox,Swift Fox,LC,stable
mSWMYx,Myotis auriculus,Southwestern Myotis,14145,Myotis auriculus,Southwestern Myotis,LC,unknown
mSWRAx,Sylvilagus aquaticus,Swamp Rabbit,41296,Sylvilagus aquaticus,Swamp Rabbit,LC,decreasing
mSYBAx,Lasiurus ega,Southern Yellow Bat,11350,Lasiurus ega,Southern Yellow Bat,LC,unknown
mTASQx,Ammospermophilus interpres,Texas Antelope Squirrel,42451,Ammospermophilus interpres,Texas Antelope Squirrel,LC,unknown
mTBCRx,Sigmodon fulviventer,Tawny-bellied Cotton Rat,20212,Sigmodon fulviventer,Tawny-bellied Cotton Rat,LC,stable
mTBEBx,Corynorhinus townsendii,Townsend's Big-eared Bat,17598,Corynorhinus townsendii,Townsend's Big-eared Bat,LC,stable
mTGSQx,Urocitellus townsendii,Townsend's Ground Squirrel,20476,Urocitellus townsendii,Townsend's Ground Squirrel,VU,decreasing
mTKRAx,Dipodomys elator,Texas Kangaroo Rat,6675,Dipodomys elator,Texas Kangaroo Rat,VU,decreasing
mTLGSx,Ictidomys tridecemlineatus,Thirteen-lined Ground Squirrel,42564,Ictidomys tridecemlineatus,Thirteen-lined Ground Squirrel,LC,stable
mTOCHx,Tamias townsendii,Townsend's Chipmunk,42584,Neotamias townsendii,Townsend's Chipmunk,LC,stable
mTOMOx,Scapanus townsendii,Townsend's Mole,41475,Scapanus townsendii,Townsend's Mole,LC,stable
mTOVOx,Microtus townsendii,Townsend's Vole,13487,Microtus townsendii,Townsend's Vole,LC,stable
mTPGOx,Thomomys townsendii,Townsend's Pocket Gopher,42598,Thomomys townsendii,Townsend's Pocket Gopher,LC,stable
mTRSHx,Sorex trowbridgii,Trowbridge's Shrew,41421,Sorex trowbridgii,Trowbridge's Shrew,LC,stable
mTXDEx,Peromyscus attwateri,Texas Deermouse,42652,Peromyscus attwateri,Texas Deermouse,LC,stable
mTXGOx,Geomys personatus,Texas Pocket Gopher,9055,Geomys personatus,Texas Pocket Gopher,LC,unknown
mUGSQx,Urocitellus armatus,Uinta Ground Squirrel,42463,Urocitellus armatus,Uinta Ground Squirrel,LC,unknown
mUICHx,Tamias umbrinus,Uinta Chipmunk,42585,Neotamias umbrinus,Uinta Chipmunk,LC,stable
mUMBAx,Eumops underwoodi,Underwood's Mastiff Bat,8248,Eumops underwoodi,Underwood's Bonneted Bat,LC,unknown
mUPDOx,Cynomys parvidens,Utah Prairie Dog,6090,Cynomys parvidens,Utah Prairie Dog,EN,decreasing
mVASHx,Sorex vagrans,Vagrant Shrew,41425,Sorex vagrans,Vagrant Shrew,LC,stable
mVIOPx,Didelphis virginiana,Virginia Opossum,40502,Didelphis virginiana,Virginia Opossum,LC,increasing
mWADEx,Peromyscus pectoralis,White-ankled Deermouse,16684,Peromyscus pectoralis,White-ankled Mouse,LC,stable
mWASQx,Urocitellus washingtoni,Washington Ground Squirrel,20475,Urocitellus washingtoni,Washington Ground Squirrel,NT,decreasing
mWEMOx,Zapus princeps,Western Jumping Mouse,42614,Zapus princeps,Pacific Jumping Mouse,LC,stable
mWEPIx,Pipistrellus hesperus,Western Pipistrelle,17341,Pipistrellus hesperus,Western Pipistrelle,LC,stable
mWEPMx,Perognathus alticolus,White-eared Pocket Mouse,16631,Perognathus alticola,White-eared Pocket Mouse,VU,decreasing
mWFDEx,Peromyscus leucopus,White-footed Deermouse,16669,Peromyscus leucopus,White-footed Mouse,LC,stable
mWFVOx,Arborimus albipes,White-footed Vole,2017,Arborimus albipes,White-footed Vole,LC,unknown
mWGSQx,Sciurus griseus,Western Gray Squirrel,20011,Sciurus griseus,Western Gray Squirrel,LC,unknown
mWHMOx,Reithrodontomys megalotis,Western Harvest Mouse,19410,Reithrodontomys megalotis,Southern Marsh Harvest Mouse,LC,stable
